,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,trial,cycle,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.179764496238725,1,1,120,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,109.69348197143847,8.848508999999922,2.4577736999999615
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7245802471676703,2,1,90,,1.0,5.481296594697345,0.0498426000000336,2.8322195000000647
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.179764496238725,1,1,120,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,135.5519653856302,0.11768680000000131,0.5684003999999732
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7245802471676703,2,1,90,,1.0,94.98823715903339,0.1494235000000117,0.5505802000000131
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.943783555926387,3,1,135,,1.0,144.93638994342834,0.1327893000000131,0.550557900000058
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7032808125178427,4,1,45,,1.0,42.45084382166017,0.1505793999999696,0.6001657000000478
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7383803427136018,5,1,60,,1.0,42.633752008544214,0.09919469999999819,0.4010507000000416
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3228533518660488,6,1,105,,1.0,125.12440392673358,0.100539700000013,0.3993753999999399
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2072620074551863,7,1,75,,1.0,83.48019824834302,0.14967520000004697,0.5003762000000052
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8487971775257795,8,2,45,,1.0,33.60123693124207,0.11663199999998142,0.583330100000012
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.534316943066145,9,2,75,,1.0,65.39487608204838,0.11648990000003323,0.6004921999999624
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5954580628516826,10,2,105,,1.0,127.37092821378018,0.16059209999991708,0.5398432000000639
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9523757843470888,11,2,90,,1.0,89.84721161679614,0.18323470000007092,0.7335879999999406
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2962012968331889,12,2,60,,1.0,56.608567488666964,0.1327509000000191,0.7647882999999638
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.864177462247401,13,2,120,,1.0,139.85402646798693,0.13401470000007976,0.533070299999963
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4890539415664804,14,2,135,,1.0,146.30993247402023,0.13384849999999915,0.6164486000000124
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.855922910849427,15,1,60,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0,48.49934121258882,0.117196300000046,0.7665643000000273
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.686806059821724,16,1,105,,1.0,128.13000769178575,0.13321429999996326,0.6496982000001026
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.030568748456597,17,1,120,,1.0,136.8951248216931,0.13105399999994916,0.5189106999999922
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.965432891158764,18,1,135,,1.0,145.4914770123316,0.132779400000004,0.4341309999999794
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2547653860914073,19,1,45,,1.0,47.74808818005375,0.667263700000035,0.11701210000001083
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5619528875021051,20,1,90,,1.0,97.64214441848878,0.11577299999999013,0.4677650999999514
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.7240877113821815,21,1,75,,1.0,63.71858897867983,0.09980560000008154,0.5330837000000201
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.457677747159038,22,2,45,,1.0,34.95208355573748,0.1005820999999969,0.6162406000000828
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.280338767381894,23,2,90,,1.0,87.86838675699684,0.1331571000000622,0.4669689999999491
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.058427930229746,24,2,120,,1.0,135.87541916561074,0.11666689999992741,0.3815834999999197
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9518935060891804,25,2,105,,1.0,115.10560182208573,0.1163438999999471,0.5176329999999325
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.009822855211285,26,2,135,,1.0,141.29153292150357,0.11630320000006122,0.4677186999999776
0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5406068514975635,27,2,60,,1.0,54.53323279003001,0.1668793999999707,0.4836847999999918
