condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
low,26,1,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8693240366578463,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
low,26,2,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.742107994478688,,1.0
low,26,3,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.471476287527968,,1.0
low,26,4,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15445063115218288,,1.0
low,26,5,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857366267968279,,1.0
low,26,6,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8516965971858208,,1.0
low,26,7,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45343770459964094,,1.0
low,26,8,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7156148139183585,,1.0
low,26,9,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0416341391426032,,1.0
low,26,10,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6667790545051644,,1.0
low,26,11,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3275636832405318,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,26,12,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1099233609874144,,1.0
low,26,13,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.903873677204686,,1.0
low,26,14,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6183275320936038,,1.0
low,26,15,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.016677352868737,,1.0
low,26,16,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7797103216483204,,1.0
low,26,17,baseline_continuous_fb,2,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.34160448768522517,,1.0
low,26,18,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.405275207005544,,1.0
low,26,19,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.6058950886160965,,1.0
low,26,20,baseline_continuous_fb,2,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3933727200229777,,1.0
low,26,21,baseline_endpoint_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0063514114423513,"You will now only see the cursor only at the endpoint of your reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,26,22,baseline_endpoint_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.1650016762802884,,1.0
low,26,23,baseline_endpoint_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.280894220056274,,1.0
low,26,24,baseline_endpoint_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.369780062767355,,1.0
low,26,25,baseline_endpoint_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.692301102837705,,1.0
low,26,26,baseline_endpoint_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.6505477513721656,,1.0
low,26,27,baseline_endpoint_fb,2,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.6780571136188975,,1.0
low,26,28,baseline_endpoint_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.504945389219715,,1.0
low,26,29,baseline_endpoint_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.7649615094740154,,1.0
low,26,30,baseline_endpoint_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.7514137974407094,,1.0
low,26,31,baseline_mixed_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.545219037039408,"You will now only see the cursor at the endpoint of your reach on some trials.
On the other trials you will not recieve feedback at all.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,26,32,baseline_mixed_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8732728039595181,,1.0
