condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
low,5,1,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18935161541848536,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
low,5,2,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8495567218437494,,1.0
low,5,3,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4928004626957643,,1.0
low,5,4,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.473953849206628,,1.0
low,5,5,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8319825951439,,1.0
low,5,6,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46893893230036,,1.0
low,5,7,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3272243665069356,,1.0
low,5,8,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6207471319097743,,1.0
low,5,9,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1278612938954713,,1.0
low,5,10,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.203355928113262,,1.0
low,5,11,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.074068227613239,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,5,12,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.8714248927849195,,1.0
low,5,13,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.291092350069437,,1.0
low,5,14,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.508544473972361,,1.0
low,5,15,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.629376656796951,,1.0
low,5,16,baseline_continuous_fb,2,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.4799379489883335,,1.0
low,5,17,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9258000671770814,,1.0
low,5,18,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5876635578988554,,1.0
low,5,19,baseline_continuous_fb,2,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.885559150024195,,1.0
low,5,20,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.1339915467563975,,1.0
low,5,21,baseline_endpoint_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.35701127023999196,"You will now only see the cursor only at the endpoint of your reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,5,22,baseline_endpoint_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.197882841813642,,1.0
low,5,23,baseline_endpoint_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.9366290698166284,,1.0
low,5,24,baseline_endpoint_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.4765984446288265,,1.0
low,5,25,baseline_endpoint_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.98818445568446,,1.0
low,5,26,baseline_endpoint_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.415186863637112,,1.0
low,5,27,baseline_endpoint_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.699196875952558,,1.0
low,5,28,baseline_endpoint_fb,2,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.9486748720418108,,1.0
low,5,29,baseline_endpoint_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.10711752595859106,,1.0
low,5,30,baseline_endpoint_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6361935242482486,,1.0
low,5,31,baseline_mixed_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1467167220613927,"You will now only see the cursor at the endpoint of your reach on some trials.
On the other trials you will not recieve feedback at all.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,5,32,baseline_mixed_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.01889384041646,,1.0
low,5,33,baseline_mixed_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.004529537546307,,1.0
low,5,34,baseline_mixed_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8436569104548401,,1.0
low,5,35,baseline_mixed_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8350154304282603,,1.0
low,5,36,baseline_mixed_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.942047023629092,,1.0
low,5,37,baseline_mixed_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.196419849551157,,1.0
low,5,38,baseline_mixed_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6660399914373049,,1.0
low,5,39,baseline_mixed_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05584098430120906,,1.0
low,5,40,baseline_mixed_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021486880440430563,,1.0
low,5,41,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27.653515348222623,"You will now be asked to reach to targets that you have not yet reached to.
You will not receive feedback of any kind for these reaches.Please continue to slice through the target as quickly and accurately as possible.",1.0
low,5,42,generalisation,1,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.592064223370407,,1.0
low,5,43,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.921322709158098,,1.0
low,5,44,generalisation,1,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.37060792723635,,1.0
low,5,45,generalisation,1,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.044788134904817,,1.0
low,5,46,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.284756528266918,,1.0
low,5,47,generalisation,1,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.583365250983096,,1.0
low,5,48,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.642988045530522,,1.0
low,5,49,generalisation,2,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.013552245844323,,1.0
low,5,50,generalisation,2,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.22164033889901,,1.0
low,5,51,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.374109264841856,,1.0
low,5,52,generalisation,2,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.125156373368824,,1.0
low,5,53,generalisation,2,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.714014112301335,,1.0
low,5,54,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.618205544198396,,1.0
low,5,55,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.300819155050625,,1.0
low,5,56,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.076793450310316,,1.0
low,5,57,generalisation,3,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.582503945558507,,1.0
low,5,58,generalisation,3,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.89397963195506,,1.0
low,5,59,generalisation,3,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.88933594210997,,1.0
low,5,60,generalisation,3,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.14414741696363,,1.0
low,5,61,generalisation,3,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.641096783012394,,1.0
low,5,62,generalisation,3,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.38048507379034,,1.0
low,5,63,generalisation,3,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.587696889594987,,1.0
low,5,64,generalisation,3,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.66956058671899,,1.0
low,5,65,generalisation,4,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.28871424545538,,1.0
low,5,66,generalisation,4,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.31322835491455,,1.0
low,5,67,generalisation,4,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.853026313172606,,1.0
low,5,68,generalisation,4,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.950569325670152,,1.0
low,5,69,generalisation,4,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.40865925785038,,1.0
low,5,70,generalisation,4,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.059421882599036,,1.0
low,5,71,generalisation,4,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.77091753081097,,1.0
low,5,72,generalisation,4,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.15808548214714,,1.0
low,5,73,generalisation,5,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,32.22660890369292,,1.0
low,5,74,generalisation,5,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.15963865467086,,1.0
low,5,75,generalisation,5,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.07213221548358,,1.0
low,5,76,generalisation,5,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.18365324512093,,1.0
low,5,77,generalisation,5,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25.093405524702884,,1.0
low,5,78,generalisation,5,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.018720492123602,,1.0
