condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
high,33,1,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.726293801091643,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
high,33,2,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.988588819862203,,1.0
high,33,3,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.578154766150485,,1.0
high,33,4,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.140485716561294,,1.0
high,33,5,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6313166811659647,,1.0
high,33,6,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.010055322636905,,1.0
high,33,7,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31276069148041,,1.0
high,33,8,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.808102828255858,,1.0
high,33,9,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.80075508836877,,1.0
high,33,10,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.375673480184886,,1.0
high,33,11,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-15.706218380903206,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,33,12,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.270311429441993,,1.0
high,33,13,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.324663086395617,,1.0
high,33,14,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,32.60156688306896,,1.0
high,33,15,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.412196291030466,,1.0
high,33,16,baseline_continuous_fb,2,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.669837512472134,,1.0
high,33,17,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.063251540270057,,1.0
high,33,18,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.330891151376047,,1.0
high,33,19,baseline_continuous_fb,2,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.9065407758683,,1.0
high,33,20,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-14.514329449432378,,1.0
high,33,21,baseline_endpoint_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.1904113983130284,"You will now only see the cursor only at the endpoint of your reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,33,22,baseline_endpoint_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.875367357032161,,1.0
high,33,23,baseline_endpoint_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.378172744665625,,1.0
high,33,24,baseline_endpoint_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-16.195463911962364,,1.0
high,33,25,baseline_endpoint_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.353656449322639,,1.0
high,33,26,baseline_endpoint_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.466738003709013,,1.0
high,33,27,baseline_endpoint_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-18.05827126334432,,1.0
high,33,28,baseline_endpoint_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.5219744547929546,,1.0
high,33,29,baseline_endpoint_fb,2,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.8066644189382304,,1.0
high,33,30,baseline_endpoint_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.585294461121076,,1.0
high,33,31,baseline_mixed_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6255086819393583,"You will now only see the cursor at the endpoint of your reach on some trials.
On the other trials you will not recieve feedback at all.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,33,32,baseline_mixed_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.816494215019091,,1.0
high,33,33,baseline_mixed_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.740036137607239,,1.0
high,33,34,baseline_mixed_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9826340438486285,,1.0
high,33,35,baseline_mixed_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.070643951091643,,1.0
high,33,36,baseline_mixed_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.010990321883554,,1.0
high,33,37,baseline_mixed_fb,2,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.717245909826433,,1.0
high,33,38,baseline_mixed_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0943647666546537,,1.0
high,33,39,baseline_mixed_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.188153553483678,,1.0
high,33,40,baseline_mixed_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.2023329012975355,,1.0
high,33,41,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.76457041556883,"You will now be asked to reach to targets that you have not yet reached to.
You will not receive feedback of any kind for these reaches.Please continue to slice through the target as quickly and accurately as possible.",1.0
high,33,42,generalisation,1,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.565030294020257,,1.0
high,33,43,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.89225124455406,,1.0
high,33,44,generalisation,1,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.61373341018759,,1.0
high,33,45,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.541038410844074,,1.0
high,33,46,generalisation,1,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.34138351138498,,1.0
high,33,47,generalisation,1,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.5719545424602,,1.0
high,33,48,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.509481328855465,,1.0
high,33,49,generalisation,2,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.15856396192621,,1.0
high,33,50,generalisation,2,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.00143456704946,,1.0
high,33,51,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.961855387472546,,1.0
high,33,52,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.705249416675894,,1.0
high,33,53,generalisation,2,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.958878096796354,,1.0
high,33,54,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47.31244413998701,,1.0
high,33,55,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.515706627595932,,1.0
high,33,56,generalisation,2,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.39254161170387,,1.0
high,33,57,generalisation,3,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25.365790544524273,,1.0
high,33,58,generalisation,3,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.54060393283522,,1.0
high,33,59,generalisation,3,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.78691839680606,,1.0
high,33,60,generalisation,3,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.146823518793305,,1.0
high,33,61,generalisation,3,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.887318111087378,,1.0
high,33,62,generalisation,3,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.42551731004778,,1.0
high,33,63,generalisation,3,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.41098128837869,,1.0
