condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
high,27,1,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.443591485816352,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
high,27,2,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.084676384914388,,1.0
high,27,3,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2647322206425642,,1.0
high,27,4,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.649476929511712,,1.0
high,27,5,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.256813218525744,,1.0
high,27,6,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.170093011474505,,1.0
high,27,7,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.033772654598318,,1.0
high,27,8,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28168228569993226,,1.0
high,27,9,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5339718932106505,,1.0
high,27,10,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7809657633904288,,1.0
high,27,11,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7970130700234546,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,27,12,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6334002461847261,,1.0
high,27,13,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-28.20798566797285,,1.0
high,27,14,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3835392536340176,,1.0
high,27,15,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,28.358246778748825,,1.0
high,27,16,baseline_continuous_fb,2,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.417510170435186,,1.0
high,27,17,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.2906298759437664,,1.0
high,27,18,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.815685733554998,,1.0
high,27,19,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.6304996685803435,,1.0
high,27,20,baseline_continuous_fb,2,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.057291448827329,,1.0
high,27,21,baseline_endpoint_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.311191260419081,"You will now only see the cursor only at the endpoint of your reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,27,22,baseline_endpoint_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5501939169820305,,1.0
high,27,23,baseline_endpoint_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-19.893849981223447,,1.0
high,27,24,baseline_endpoint_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.972472476003306,,1.0
high,27,25,baseline_endpoint_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.623836550385617,,1.0
high,27,26,baseline_endpoint_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.725095783359138,,1.0
high,27,27,baseline_endpoint_fb,2,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.50489402688543,,1.0
high,27,28,baseline_endpoint_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.987384116153177,,1.0
high,27,29,baseline_endpoint_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-13.029940598922616,,1.0
high,27,30,baseline_endpoint_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.747263802413269,,1.0
high,27,31,baseline_mixed_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.89699222873035,"You will now only see the cursor at the endpoint of your reach on some trials.
On the other trials you will not recieve feedback at all.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,27,32,baseline_mixed_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.90999062338056,,1.0
high,27,33,baseline_mixed_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.934892645394783,,1.0
high,27,34,baseline_mixed_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9307197745985827,,1.0
high,27,35,baseline_mixed_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.995174536089927,,1.0
high,27,36,baseline_mixed_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4358510194316985,,1.0
high,27,37,baseline_mixed_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.035533759964573,,1.0
high,27,38,baseline_mixed_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.632289760392794,,1.0
high,27,39,baseline_mixed_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.668326598842995,,1.0
high,27,40,baseline_mixed_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.438917582303372,,1.0
