condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
low,31,1,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.468656554148034,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
low,31,2,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.312092512814444,,1.0
low,31,3,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8891984969248579,,1.0
low,31,4,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4060194621744233,,1.0
low,31,5,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0828829372778136,,1.0
low,31,6,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.088646808837332,,1.0
low,31,7,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63015902407509,,1.0
low,31,8,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6800691852733077,,1.0
low,31,9,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9791419993985695,,1.0
low,31,10,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6324624305150155,,1.0
low,31,11,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.55411097164811,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,31,12,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.9622264591310286,,1.0
low,31,13,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6484989941613835,,1.0
low,31,14,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.4933219883284714,,1.0
low,31,15,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6924789688028907,,1.0
low,31,16,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0036654915304872,,1.0
low,31,17,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.831825968771264,,1.0
low,31,18,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.238835881457898,,1.0
low,31,19,baseline_continuous_fb,2,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.682705335569199,,1.0
low,31,20,baseline_continuous_fb,2,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4332316603270314,,1.0
low,31,21,baseline_endpoint_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.9484391107652028,"You will now only see the cursor only at the endpoint of your reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,31,22,baseline_endpoint_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.408155550770104,,1.0
low,31,23,baseline_endpoint_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6877450436468878,,1.0
low,31,24,baseline_endpoint_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.3361718400661187,,1.0
low,31,25,baseline_endpoint_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.151774125723812,,1.0
low,31,26,baseline_endpoint_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.015809671259686,,1.0
low,31,27,baseline_endpoint_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.231295113611413,,1.0
low,31,28,baseline_endpoint_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2207764038963954,,1.0
low,31,29,baseline_endpoint_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32015509646868473,,1.0
low,31,30,baseline_endpoint_fb,2,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5517821521604831,,1.0
low,31,31,baseline_mixed_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5579385331205436,"You will now only see the cursor at the endpoint of your reach on some trials.
On the other trials you will not recieve feedback at all.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,31,32,baseline_mixed_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.23619226907085653,,1.0
low,31,33,baseline_mixed_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.6615170460065356,,1.0
low,31,34,baseline_mixed_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5470167995835638,,1.0
low,31,35,baseline_mixed_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.423892242163094,,1.0
low,31,36,baseline_mixed_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6208944660359128,,1.0
low,31,37,baseline_mixed_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.240844935593671,,1.0
low,31,38,baseline_mixed_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.101244922318412,,1.0
