condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
low,7,1,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23096912612427917,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
low,7,2,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.156885414341555,,1.0
low,7,3,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8131915869050783,,1.0
low,7,4,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6166172751356944,,1.0
low,7,5,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8164746025070173,,1.0
low,7,6,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.984178918129623,,1.0
low,7,7,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4135828012256737,,1.0
low,7,8,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9046703448092352,,1.0
low,7,9,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.010630087708422,,1.0
low,7,10,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4904076905018644,,1.0
low,7,11,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.5049888626782693,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,7,12,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8021850825255326,,1.0
low,7,13,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0283670866440773,,1.0
low,7,14,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.83656384313368,,1.0
low,7,15,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.978321109712092,,1.0
low,7,16,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.3462710754848493,,1.0
low,7,17,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.799191046370807,,1.0
low,7,18,baseline_continuous_fb,2,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.248621111471306,,1.0
low,7,19,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6245911736720404,,1.0
low,7,20,baseline_continuous_fb,2,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9245230162080874,,1.0
low,7,21,baseline_endpoint_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6019389448229144,"You will now only see the cursor only at the endpoint of your reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,7,22,baseline_endpoint_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.7724463477428714,,1.0
low,7,23,baseline_endpoint_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0939246632208475,,1.0
low,7,24,baseline_endpoint_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.613375963530672,,1.0
low,7,25,baseline_endpoint_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.8937119295361318,,1.0
low,7,26,baseline_endpoint_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.773529596653287,,1.0
low,7,27,baseline_endpoint_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.833012415119982,,1.0
low,7,28,baseline_endpoint_fb,2,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.594726544784393,,1.0
low,7,29,baseline_endpoint_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0885456850122055,,1.0
low,7,30,baseline_endpoint_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.8700652417048693,,1.0
low,7,31,baseline_mixed_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.190387706505161,"You will now only see the cursor at the endpoint of your reach on some trials.
On the other trials you will not recieve feedback at all.
Please continue to slice through the target as quickly and accurately as possible.",1.0
low,7,32,baseline_mixed_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3338150711444188,,1.0
low,7,33,baseline_mixed_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.435386649928655,,1.0
low,7,34,baseline_mixed_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.4262518131583324,,1.0
low,7,35,baseline_mixed_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2380702768064065,,1.0
low,7,36,baseline_mixed_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2650614180140898,,1.0
low,7,37,baseline_mixed_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.949540241527767,,1.0
low,7,38,baseline_mixed_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7773334848878224,,1.0
low,7,39,baseline_mixed_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.813688461630943,,1.0
low,7,40,baseline_mixed_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0404804213966172,,1.0
low,7,41,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.77488960001887,"You will now be asked to reach to targets that you have not yet reached to.
You will not receive feedback of any kind for these reaches.Please continue to slice through the target as quickly and accurately as possible.",1.0
low,7,42,generalisation,1,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.288970839125113,,1.0
low,7,43,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.79122540865405,,1.0
low,7,44,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.28279359108495,,1.0
low,7,45,generalisation,1,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.96830605366156,,1.0
low,7,46,generalisation,1,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.257943570020437,,1.0
