condition,subject,trial,phase,cycle_phase,target_angle,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,instruct_phase,instruct_state
high,0,1,baseline_no_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.237985511091656,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0
high,0,2,baseline_no_fb,1,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.656334147686092,,1.0
high,0,3,baseline_no_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.816813065950988,,1.0
high,0,4,baseline_no_fb,1,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.986875019234027,,1.0
high,0,5,baseline_no_fb,1,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0993182408732,,1.0
high,0,6,baseline_no_fb,2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.930870847927284,,1.0
high,0,7,baseline_no_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.629713937345044,,1.0
high,0,8,baseline_no_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.979937177919492,,1.0
high,0,9,baseline_no_fb,2,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.046563092878044,,1.0
high,0,10,baseline_no_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.535840973274243,,1.0
high,0,11,baseline_continuous_fb,1,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.770233409085132,"You will now only see the cursor throughout your entire reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,0,12,baseline_continuous_fb,1,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-13.553696113562298,,1.0
high,0,13,baseline_continuous_fb,1,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.558337328186985,,1.0
high,0,14,baseline_continuous_fb,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.686333752783927,,1.0
high,0,15,baseline_continuous_fb,1,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8086239820107384,,1.0
high,0,16,baseline_continuous_fb,2,80,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5712679936893125,,1.0
high,0,17,baseline_continuous_fb,2,95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.7784022507406387,,1.0
high,0,18,baseline_continuous_fb,2,85,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8817990077897235,,1.0
high,0,19,baseline_continuous_fb,2,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.528187819374194,,1.0
high,0,20,baseline_continuous_fb,2,100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.383136675024969,,1.0
high,0,21,baseline_endpoint_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.850130786746024,"You will now only see the cursor only at the endpoint of your reach.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,0,22,baseline_endpoint_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.6576356473304426,,1.0
high,0,23,baseline_endpoint_fb,1,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.928711823052957,,1.0
high,0,24,baseline_endpoint_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4867037665427795,,1.0
high,0,25,baseline_endpoint_fb,1,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.07383563636009893,,1.0
high,0,26,baseline_endpoint_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-22.44443218585296,,1.0
high,0,27,baseline_endpoint_fb,2,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.541967376555561,,1.0
high,0,28,baseline_endpoint_fb,2,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-19.91439012993459,,1.0
high,0,29,baseline_endpoint_fb,2,90,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-14.265716239202032,,1.0
high,0,30,baseline_endpoint_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3660535229421722,,1.0
high,0,31,baseline_mixed_fb,1,95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.674656572403425,"You will now only see the cursor at the endpoint of your reach on some trials.
On the other trials you will not recieve feedback at all.
Please continue to slice through the target as quickly and accurately as possible.",1.0
high,0,32,baseline_mixed_fb,1,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.196312537607099,,1.0
high,0,33,baseline_mixed_fb,1,80,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-20.052638871991064,,1.0
high,0,34,baseline_mixed_fb,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.615764698130956,,1.0
high,0,35,baseline_mixed_fb,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0225894238062505,,1.0
high,0,36,baseline_mixed_fb,2,85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6613139299365335,,1.0
high,0,37,baseline_mixed_fb,2,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0323696491706054,,1.0
high,0,38,baseline_mixed_fb,2,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17419747709238667,,1.0
high,0,39,baseline_mixed_fb,2,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7139844766306286,,1.0
high,0,40,baseline_mixed_fb,2,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4884872138995617,,1.0
high,0,41,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.19261083894989,"You will now be asked to reach to targets that you have not yet reached to.
You will not receive feedback of any kind for these reaches.Please continue to slice through the target as quickly and accurately as possible.",1.0
high,0,42,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.624756957185014,,1.0
high,0,43,generalisation,1,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.196565659175306,,1.0
high,0,44,generalisation,1,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.56878778999287,,1.0
high,0,45,generalisation,1,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.310395822032746,,1.0
high,0,46,generalisation,1,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.30654320343916,,1.0
high,0,47,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47.429683661013186,,1.0
high,0,48,generalisation,1,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.818899803801116,,1.0
high,0,49,generalisation,2,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.135827628429176,,1.0
high,0,50,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.2312543117083,,1.0
high,0,51,generalisation,2,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.14927739690693,,1.0
high,0,52,generalisation,2,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.81561705902767,,1.0
high,0,53,generalisation,2,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21781446579765706,,1.0
high,0,54,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.019179034424944,,1.0
high,0,55,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,48.01240661065523,,1.0
high,0,56,generalisation,2,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.15415272813816,,1.0
high,0,57,generalisation,3,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.565812558535757,,1.0
high,0,58,generalisation,3,90,0.0,0.0,1.0,0.0,0.0,0.0,1.0,26.993661663994157,,1.0
high,0,59,generalisation,3,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.813781772447506,,1.0
