condition,subject,su,trial,delta_imv,fb_int,err_mp,err_mp_prev
fast,6,low,55,-2.0206280939945884,7.975884833100196,6.500751443518979,4.480123349524391
fast,6,low,56,1.929868877992405,6.945707075970333,4.570882565526574,6.500751443518979
fast,6,low,57,1.891649794612917,6.823177251175693,2.679232770913657,4.570882565526574
fast,6,low,61,-1.5343901537871858,10.667433705669893,9.267817969465966,7.73342781567878
fast,6,low,62,2.831992096798018,6.549603142774714,6.435825872667948,9.267817969465966
fast,6,low,64,8.044696250064916,6.874440649903292,6.430401146547354,14.47509739661227
fast,6,low,67,-11.431138397882464,14.56354490386181,14.356099706258547,2.9249613083760835
fast,6,low,69,0.8920262863959891,8.789911476706067,12.223500454044725,13.115526740440714
fast,6,low,70,11.946350046224225,2.6776312721656694,0.2771504078204998,12.223500454044725
fast,6,low,73,-18.03483256670816,19.917096440076904,18.40632451871592,0.37149195200775864
fast,6,low,78,-5.190105218245918,-4.4269606926551575,4.482854232659429,-5.863871141763897
fast,6,low,80,5.834977266077232,1.9110581821193904,-1.2505364543090547,8.59514537768394
fast,6,low,83,-8.39765731194177,7.909966681066905,24.42331718652688,13.160870898930991
fast,6,low,85,11.347593534058447,4.481060711183289,10.646877271208174,25.432217576051563
fast,6,low,87,-7.501959187953517,9.38386760085146,7.44662649488297,10.257907619284271
fast,6,low,88,-3.371617940019121,8.887546127337046,15.401906795948678,7.44662649488297
fast,6,low,90,-1.5757234885197278,5.599569085709305,20.314801464501578,7.279922073365386
fast,6,low,93,0.3133235965222525,-0.5635888759604342,7.413690559074787,10.591803131251156
fast,6,low,94,-9.363732341175876,9.572618003017894,19.069254080773952,7.413690559074787
fast,6,low,97,-7.853444228816727,8.13118741231672,17.577014978404378,9.150612954456827
fast,6,low,99,5.556433874907498,-1.7097634045863117,5.509273181371874,20.233031778372546
fast,6,low,101,3.9952625830857613,5.575553225973778,12.431599205540232,15.280946198364349
fast,6,low,102,-1.9797738119380597,10.220136892806181,14.411373017478292,12.431599205540232
fast,6,low,103,-5.405091434238258,15.099063820977534,21.53533783710902,14.411373017478292
fast,6,low,108,3.749423526311361,-2.7910520522130753,7.155210663466251,12.62350757517008
fast,6,low,109,-12.750572124914541,10.627735581774047,22.770571764034905,7.155210663466251
fast,6,low,111,-0.8582379780115303,8.635838444970574,14.97461422828871,7.240882708707302
fast,6,low,113,-1.9221847754442507,7.85306551036922,12.545007877393726,10.049865306818653
fast,6,low,114,3.6861176161466886,5.269162850464582,11.150721441770331,12.545007877393726
fast,6,low,119,-9.37867524023919,5.363114103593546,12.195260556471004,2.2436275211009917
fast,6,low,121,1.1630318766214316,4.1315995253397375,9.68024570106328,15.999897733862124
fast,6,low,124,-12.002578123319367,9.810859919883612,2.5496937588990187,1.433313743065293
fast,6,low,125,7.972439860231333,-3.0334301198065816,1.4527474402375642,2.5496937588990187
fast,6,low,127,6.579678263778575,2.6038123980314793,8.959966650836934,12.10189814383057
fast,6,low,133,9.04198239690676,5.620617735570917,12.23887086616127,21.280853263068032
fast,6,low,139,6.097158415711547,-1.6847372478123077,13.928336966245098,10.285212864732653
fast,6,low,142,-11.879988566811761,12.714305279930485,13.412418781933503,7.262008166429974
fast,6,low,147,-12.61348442717707,16.92508843594264,27.84054596680594,-0.24279892890335653
fast,6,low,149,2.2145749703816193,6.859915820309141,11.70416117383116,13.91873614421278
fast,6,mid,0,3.510326890855225,-4.834291281584129,-3.510326890855225,
fast,6,mid,2,-1.5753319759535458,6.005149987657617,7.1843202384274605,5.608988262473915
fast,6,mid,5,-2.468870925097491,7.578383468578508,9.965537195524632,7.496666270427141
fast,6,mid,8,4.395120603176906,4.948788811473719,7.8669733339859675,12.262093937162874
fast,6,mid,12,-0.9923269697492856,3.39551692700077,6.182292221952238,5.189965252202953
fast,6,mid,24,-5.29692066481887,8.695837585402643,12.86794360946297,7.571022944644099
fast,6,mid,25,3.5151133190984893,8.283618460679108,9.35283029036448,12.86794360946297
fast,6,mid,26,5.870974028316255,4.729889254928395,3.4818562620482254,9.35283029036448
fast,6,mid,32,-8.059320198021013,12.52330491964841,10.207124299899633,2.14780410187862
fast,6,mid,33,0.3388570116935625,8.762287994787968,9.86826728820607,10.207124299899633
fast,6,mid,37,7.182379833635267,2.7917655127945267,0.4712282714227314,7.653608105057998
fast,6,mid,40,2.5863340874248024,7.597120023831778,1.9268731363938087,4.513207223818611
fast,6,mid,41,0.4084676960813738,5.7437560559830985,1.518405440312435,1.9268731363938087
fast,6,mid,47,-0.7147492045163091,6.607373160963519,3.2329393843002237,2.5181901797839146
fast,6,mid,51,6.330206766144258,5.144233390162711,3.4733505455666176,9.803557311710875
fast,6,mid,54,-1.0605845200451682,4.459794861626179,4.480123349524391,3.4195388294792224
fast,6,mid,71,-11.187751537424248,7.831999899535916,11.464901945244748,0.2771504078204998
fast,6,mid,79,-2.9663755547628625,1.2998279181985168,8.59514537768394,4.482854232659429
fast,6,mid,86,7.264463193493782,1.6577422961479726,10.257907619284271,10.646877271208174
fast,6,mid,89,4.684237951798352,2.2744503012245616,7.279922073365386,15.401906795948678
fast,6,mid,105,8.041146640703886,-3.995501512592625,-2.550978354197671,8.354957262160331
fast,6,mid,106,-12.585890855390915,9.593360988644704,13.472659271978182,-2.550978354197671
fast,6,mid,112,2.632917740946766,6.3251584643509915,10.049865306818653,14.97461422828871
fast,6,mid,115,-7.701034082820172,11.03109957824455,20.570628909982972,11.150721441770331
fast,6,mid,116,7.061837656559206,8.338464370553481,14.08174904855459,20.570628909982972
fast,6,mid,120,1.9249407739171147,3.5224710493534275,15.999897733862124,12.195260556471004
fast,6,mid,122,-1.1664486754331165,5.0567548911795654,6.835989810580635,9.68024570106328
fast,6,mid,123,11.132254018823573,-5.3975756418601435,1.433313743065293,6.835989810580635
fast,6,mid,130,15.339570997559377,-6.157560277211957,-2.87278663979213,9.601995382113133
fast,6,mid,132,-15.139954193725075,14.618417080010019,21.280853263068032,11.297519225520364
fast,6,mid,134,-3.3259906705397952,9.446854785627636,12.127114765916126,12.23887086616127
fast,6,mid,135,7.401060278091123,3.843032289041517,9.309716848871588,12.127114765916126
fast,6,mid,144,-4.231725484217023,1.8397924233394178,5.140896299320448,1.4821286102342492
fast,6,high,1,-9.11931515332914,5.1027594898531845,5.608988262473915,-3.510326890855225
fast,6,high,4,0.6070324678205452,6.342915094923171,7.496666270427141,8.103698738247687
fast,6,high,7,1.9725199920237628,9.438979325744356,12.262093937162874,14.234613929186636
fast,6,high,9,7.246266684041302,-0.6596765623243925,0.6207066499446654,7.8669733339859675
fast,6,high,11,0.3976609043288448,1.704948157148948,5.189965252202953,5.5876261565317975
fast,6,high,16,-1.1054163793902063,5.652468339913611,3.5837154341889743,2.478299054798768
fast,6,high,19,-4.966654038355273,1.187910574540382,5.93282897249162,0.9661749341363475
fast,6,high,22,-5.479296407936445,7.994000970736408,11.271949760184214,5.792653352247768
fast,6,high,28,-0.2683888956888012,6.33374559769635,7.847247207278343,7.578858311589542
fast,6,high,31,8.815445436895075,3.307647352157744,2.14780410187862,10.963249538773695
fast,6,high,36,-2.552258534960231,8.838030955967426,7.653608105057998,5.101349570097767
fast,6,high,42,-1.7964555122046733,8.551811086183235,3.314860952517108,1.518405440312435
fast,6,high,44,4.9208789997559705,7.759933130719929,5.237424782819133,10.158303782575103
fast,6,high,45,1.6843876146135557,4.835760955050603,3.5530371682055772,5.237424782819133
fast,6,high,58,-4.02631855469501,6.926668460169395,6.705551325608667,2.679232770913657
fast,6,high,60,5.1525372841214505,8.756343968682458,7.73342781567878,12.88596509980023
fast,6,high,65,3.372048320207199,5.952881065369056,3.0583528263401547,6.430401146547354
fast,6,high,66,0.13339151796407123,2.8408878744402415,2.9249613083760835,3.0583528263401547
fast,6,high,68,1.240572965817833,15.5199133805216,13.115526740440714,14.356099706258547
fast,6,high,72,11.093409993236989,10.223909174866009,0.37149195200775864,11.464901945244748
fast,6,high,77,17.553560321027874,-13.550783249740732,-5.863871141763897,9.970815793871507
fast,6,high,84,0.709972995867787,11.923566966820715,25.432217576051563,24.42331718652688
fast,6,high,91,5.22398916382852,-0.8952030331766423,4.77757198831824,20.314801464501578
fast,6,high,95,7.915131713165096,2.71660047205458,9.43524898221639,19.069254080773952
fast,6,high,96,2.003509413152031,1.049327023331955,9.150612954456827,9.43524898221639
fast,6,high,100,-8.625757426730829,8.348619821401556,15.280946198364349,5.509273181371874
fast,6,high,104,12.607422779817867,7.634935830681982,8.354957262160331,21.53533783710902
fast,6,high,110,5.216448742972787,7.798636157293316,7.240882708707302,22.770571764034905
fast,6,high,118,5.959810155663064,-0.7226451807482732,2.2436275211009917,5.911606496240761
fast,6,high,129,-6.30755744458466,4.152981128102738,9.601995382113133,6.732184708313412
fast,6,high,131,-9.586643504265908,2.9442971598051315,11.297519225520364,-2.87278663979213
fast,6,high,136,-10.536704075826961,12.76046341562332,10.679096202605377,9.309716848871588
fast,6,high,137,6.601944212186751,6.893534957285169,11.52560332711933,10.679096202605377
fast,6,high,138,-1.051440718136618,6.9382126191815985,10.285212864732653,11.52560332711933
fast,6,high,141,14.00416415155901,1.238584243750978,7.262008166429974,20.693214522858163
fast,6,high,146,9.110313521348417,4.533284789482167,-0.24279892890335653,14.597092543753293
fast,6,high,148,3.035611715107521,13.15393493814014,13.91873614421278,27.84054596680594
fast,6,inf,10,-4.966919506587132,5.292348625307895,5.5876261565317975,0.6207066499446654
fast,6,inf,15,6.477439667985465,1.4428833872746196,2.478299054798768,8.955738722784233
fast,6,inf,17,-9.845424841235399,10.43671742377795,13.429140275424373,3.5837154341889743
fast,6,inf,18,12.462965341288026,0.6959134700900336,0.9661749341363475,13.429140275424373
fast,6,inf,27,-4.097002049541317,7.39251479459557,7.578858311589542,3.4818562620482254
fast,6,inf,29,-1.317028476177029,11.641179553617093,9.164275683455372,7.847247207278343
fast,6,inf,38,-7.657841133951678,9.230268704964871,8.129069405374409,0.4712282714227314
fast,6,inf,39,3.615862181555798,4.805475617703522,4.513207223818611,8.129069405374409
fast,6,inf,43,-6.843442830057995,8.702141556669957,10.158303782575103,3.314860952517108
fast,6,inf,46,1.0348469884216627,5.634837781429837,2.5181901797839146,3.5530371682055772
fast,6,inf,49,-11.47726555971812,22.89489566356636,20.101010374392175,8.623744814674055
fast,6,inf,50,10.2974530626813,12.999229759611168,9.803557311710875,20.101010374392175
fast,6,inf,52,-5.082141196426065,10.415856099716109,8.555491741992682,3.4733505455666176
fast,6,inf,53,5.13595291251346,4.422250435278087,3.4195388294792224,8.555491741992682
fast,6,inf,59,-6.180413774191564,13.537504888718672,12.88596509980023,6.705551325608667
fast,6,inf,63,-8.039271523944322,12.879970212418783,14.47509739661227,6.435825872667948
fast,6,inf,74,10.346082987428005,7.007469749007214,8.060241531287915,18.40632451871592
fast,6,inf,75,-5.323330230638646,13.074766684838238,24.842727664543027,8.060241531287915
fast,6,inf,76,8.569376124232463,5.786785895970027,9.970815793871507,24.842727664543027
fast,6,inf,81,-4.942932004610782,7.788196642464527,-0.8912668107448587,-1.2505364543090547
fast,6,inf,82,-8.322559758367618,-0.6258464899418215,13.160870898930991,-0.8912668107448587
fast,6,inf,92,-3.5223999624096223,2.320567442100014,10.591803131251156,4.77757198831824
fast,6,inf,98,3.6465189464708914,8.765939721636599,20.233031778372546,17.577014978404378
fast,6,inf,107,1.4221094919389259,2.615802059022073,12.62350757517008,13.472659271978182
fast,6,inf,117,3.586480191267242,8.537722077740895,5.911606496240761,14.08174904855459
fast,6,inf,126,-14.659855269508768,13.19433878637993,12.10189814383057,1.4527474402375642
fast,6,inf,128,5.665528713308461,-1.6045962459174206,6.732184708313412,8.959966650836934
fast,6,inf,140,-13.64037109818294,11.357824178866395,20.693214522858163,13.928336966245098
fast,6,inf,143,10.211416786306785,2.570018396645949,1.4821286102342492,13.412418781933503
fast,6,inf,145,-4.299576088255435,8.348670768133957,14.597092543753293,5.140896299320448
fast,10,low,1,-7.730479807884819,10.03935763779296,16.361534057676863,8.631054249792044
fast,10,low,2,14.702617972882862,-2.269714184662419,1.6589160847940008,16.361534057676863
fast,10,low,10,3.5252144724253753,3.076019508988807,1.230920110946684,4.756134583372059
fast,10,low,19,-8.875450275920059,7.381298464668944,9.585789161931402,0.7103388860113427
fast,10,low,26,5.784342622970371,0.964673928468784,4.546862618388374,10.331205241358745
fast,10,low,28,-2.5059083982332027,3.3010257649607126,4.402570480249835,1.8966620820166327
fast,10,low,30,-3.1353818653433763,-1.4077706764989557,1.3315934655006885,-1.8037883998426878
fast,10,low,38,-2.1716611407369157,1.2198283679849453,2.468859875105551,0.2971987343686351
fast,10,low,41,-4.254669894937734,11.695728570332022,11.902678735599423,7.648008840661689
fast,10,low,42,6.979851379371439,3.627991291691771,4.922827356227984,11.902678735599423
fast,10,low,47,9.93058499731049,2.138038388919881,-0.9932807380908315,8.937304259219658
fast,10,low,50,-4.694028012336588,6.913508852421259,10.412748539378114,5.718720527041526
fast,10,low,56,-1.2029937009169203,-5.469240643116237,-1.6877424112599755,-2.8907361121768957
fast,10,low,58,-1.8506228034159875,0.6786761192371529,4.737017130505379,2.8863943270893913
fast,10,low,59,-10.712795853898697,8.390710406387257,15.449812984404076,4.737017130505379
fast,10,low,66,0.4771634846675994,5.145260509568445,6.013480688814127,6.490644173481726
fast,10,low,69,3.447678707014475,3.6434842841554484,3.1717953514239525,6.619474058438428
fast,10,low,72,1.9751753424193197,1.8595396911937314,0.88549910455788,2.8606744469771996
fast,10,low,78,2.2080086771098593,2.7654630448957533,9.43879087379749,13.365672936299818
fast,10,low,83,1.2637960357207731,1.6900161479372144,8.186179414005684,10.02293324485728
fast,10,low,97,-5.872681429184965,1.948716685813693,17.574578830455362,1.3886570889155818
fast,10,low,99,-5.086145641749496,6.45555461703907,13.36802655452354,10.573712093297337
fast,10,low,102,-5.293289958501703,2.8306794982525645,4.377538766475513,14.554109276506036
fast,10,low,105,-1.4961688795264365,9.210338986669058,18.350525511786145,11.6977364760823
fast,10,low,107,6.215713728540109,-1.80591890078054,-2.8619647365237,15.958820484894517
fast,10,low,110,-2.162703634991246,1.6622631699747075,22.44718312439058,7.679407996521222
fast,10,low,111,0.32070223571965073,0.9486850315069404,4.9377470347462316,22.44718312439058
fast,10,low,112,-2.179149459753262,1.9207993711159048,19.14901019224678,4.9377470347462316
fast,10,low,120,-11.307607445409786,7.695819517872337,18.055812478909246,6.175247238368637
fast,10,low,123,-6.758903060116808,10.479568426669971,25.147605505901815,16.09687126526171
fast,10,low,124,5.364892015114748,11.966447588775267,21.501586876179534,25.147605505901815
fast,10,low,134,1.890831247839003,5.52396516690014,-2.8054239571236095,9.971605398201035
fast,10,low,137,-6.953804871127176,13.764858998572592,28.809937651747894,20.13725939522825
fast,10,low,139,26.608245986391708,0.7681817042449524,-0.3711056715003096,24.518266929498928
fast,10,low,140,9.792628598509893,-14.022097825394823,-3.288240728440325,-0.3711056715003096
fast,10,low,145,-0.9715650669826914,4.95301766721613,17.463318396797007,10.762175378506083
fast,10,low,147,5.227902302645987,-0.6791987749949584,7.941305427396793,12.596249934911958
fast,10,mid,4,4.007907489264511,1.3731716477474976,3.5334112940808353,7.541318783345346
fast,10,mid,5,2.8266672926954044,-0.8994834439230175,0.7067440013854309,3.5334112940808353
fast,10,mid,8,-17.419159875086834,7.056630302833668,8.97224148024091,-8.446918394845923
fast,10,mid,11,-2.4286027953801863,2.510612370546042,3.6595229063268704,1.230920110946684
fast,10,mid,14,3.9938932060917836,0.41635227851043055,0.18317524147011,4.1770684475618935
fast,10,mid,16,19.93575106824909,-14.102290262823118,-13.645656778509235,6.290094289739855
fast,10,mid,17,-16.74601010619125,-1.9389334191734946,3.100353327682015,-13.645656778509235
fast,10,mid,20,2.3237107882410726,6.977382533225324,7.262078373690329,9.585789161931402
fast,10,mid,23,9.563161881133212,-3.1940271062568115,-2.7547853740069996,6.808376507126212
fast,10,mid,27,2.6502005363717416,0.5192566403765397,1.8966620820166327,4.546862618388374
fast,10,mid,34,-7.9098026909190935,6.589636914001474,5.494831292086559,-2.4149713988325345
fast,10,mid,35,-3.436572792221483,12.315365499152904,8.931404084308042,5.494831292086559
fast,10,mid,39,-0.427323960322056,1.9640835109840395,2.896183835427607,2.468859875105551
fast,10,mid,40,-4.751825005234082,6.787805884311254,7.648008840661689,2.896183835427607
fast,10,mid,48,-3.4606741342158642,1.9822206661415862,2.4673933961250327,-0.9932807380908315
fast,10,mid,49,-3.2513271309164935,0.8829154600649503,5.718720527041526,2.4673933961250327
fast,10,mid,54,-2.4522290924178947,-0.6052554547286775,3.7773267798612835,1.3250976874433888
fast,10,mid,57,-4.574136738349367,2.0195800272511804,2.8863943270893913,-1.6877424112599755
fast,10,mid,62,-1.2754163258825457,6.15414691498971,8.527075203805992,7.251658877923447
fast,10,mid,63,4.256993926261586,1.0248413173841726,4.270081277544406,8.527075203805992
fast,10,mid,65,-1.6162700515750004,2.3613979422172804,6.490644173481726,4.874374121906726
fast,10,mid,67,5.774669043579678,-0.21612661570937064,0.2388116452344491,6.013480688814127
fast,10,mid,68,-6.380662413203979,5.957508242624641,6.619474058438428,0.2388116452344491
fast,10,mid,76,2.641839678955847,-0.14520637415427018,1.7780280751065942,9.003530115109026
fast,10,mid,80,-0.7539774249586486,5.459856497633098,19.198020237665602,13.287422656529545
fast,10,mid,86,-10.377429280344188,5.457236091265941,7.668368174203672,5.31234802569101
fast,10,mid,87,3.889046202053507,2.3108468735529186,18.67622464555157,7.668368174203672
fast,10,mid,90,-0.732261583846693,2.2214431851854926,19.43179545642164,8.959251355350954
fast,10,mid,93,13.142173703969362,-10.156745218524676,-5.304381261450386,6.69187685225733
fast,10,mid,98,2.4172043761114423,0.6278591212108893,10.573712093297337,17.574578830455362
fast,10,mid,116,2.1487200743190016,6.824808393990153,14.288585208515038,24.45871441466556
fast,10,mid,117,-7.502441611405828,12.128162332277583,18.353280049135925,14.288585208515038
fast,10,mid,118,19.315998621967196,-2.5202549939863843,-2.6815919582237404,18.353280049135925
fast,10,mid,119,-4.846134630676616,0.5912841846329968,6.175247238368637,-2.6815919582237404
fast,10,mid,121,6.58979868325747,3.114597315835809,8.028267024866839,18.055812478909246
fast,10,mid,122,-1.193110698824995,5.341150603044838,16.09687126526171,8.028267024866839
fast,10,mid,126,-16.818149532322224,12.702124599975107,22.648790872616313,7.549514725686558
fast,10,mid,128,3.952547144529362,1.7265382983983244,7.062699557956929,12.73412008787876
fast,10,mid,129,-4.943002140658649,8.091349330106127,18.308237445054633,7.062699557956929
fast,10,mid,130,8.38222287530526,-1.973034642723789,4.769394413571964,18.308237445054633
fast,10,mid,132,-7.02851962605672,3.86629281263761,14.455732445667934,8.000170614742036
fast,10,mid,133,2.7652536620744286,3.268284823266356,9.971605398201035,14.455732445667934
fast,10,mid,141,-24.26595855315948,8.745570185443327,14.102224283149276,-3.288240728440325
fast,10,high,3,-5.882402698551346,4.160756392129116,7.541318783345346,1.6589160847940008
fast,10,high,6,5.887175786344258,-3.9889918035368055,-5.180431784958827,0.7067440013854309
fast,10,high,7,3.266486609887096,-10.901545296586974,-8.446918394845923,-5.180431784958827
fast,10,high,13,-2.8723506743400122,0.8018237779739508,4.1770684475618935,1.3047177732218813
fast,10,high,21,7.8232723330105784,-1.9728300727214503,-0.5611939593202493,7.262078373690329
fast,10,high,22,-7.369570466446461,8.627451767735735,6.808376507126212,-0.5611939593202493
fast,10,high,24,-11.160339169262826,5.282437760121482,8.405553795255827,-2.7547853740069996
fast,10,high,25,-1.9256514461029184,7.591307393247433,10.331205241358745,8.405553795255827
fast,10,high,29,6.206358880092523,-3.0918681321031727,-1.8037883998426878,4.402570480249835
fast,10,high,32,2.621052070459342,-4.402591213372517,-4.577488292718527,-1.9564362222591853
fast,10,high,33,-2.162516893885993,-1.0352491734449245,-2.4149713988325345,-4.577488292718527
fast,10,high,36,8.456334386480748,3.8290985337943653,0.47506969782729414,8.931404084308042
fast,10,high,43,3.278886286388243,0.9470446381959334,1.643941069839741,4.922827356227984
fast,10,high,45,1.0459894554406617,6.902838251658807,6.0262323744905615,7.072221829931223
fast,10,high,51,7.208926232720671,4.46581338764355,3.203822306657443,10.412748539378114
fast,10,high,52,-10.978239808132003,12.832341840629653,14.182062114789446,3.203822306657443
fast,10,high,55,6.668062892038179,-6.350159367679268,-2.8907361121768957,3.7773267798612835
fast,10,high,60,17.77713557173071,1.0323381950756811,-2.327322587326634,15.449812984404076
fast,10,high,61,-9.57898146525008,8.261699542882397,7.251658877923447,-2.327322587326634
fast,10,high,64,-0.6042928443623197,4.447451818049174,4.874374121906726,4.270081277544406
fast,10,high,75,-3.640856081746435,2.100366966609286,9.003530115109026,-1.5128195082072864
fast,10,high,77,-4.712151319623345,5.136205739263474,13.365672936299818,1.7780280751065942
fast,10,high,82,3.739317798952996,-0.5783594173896489,10.02293324485728,12.043377658417807
fast,10,high,88,3.462055434456829,2.4557242141313935,4.900928898739922,18.67622464555157
fast,10,high,91,-4.3008749576577685,3.7604171611306185,16.857176872509534,19.43179545642164
fast,10,high,104,0.7608860149106533,3.063027606830218,11.6977364760823,16.469327056908718
fast,10,high,108,-10.222905331504748,2.7521215790157783,4.496151619326931,-2.8619647365237
fast,10,high,115,-6.59456495729907,6.673356525419706,24.45871441466556,5.832035759619205
fast,10,high,125,9.368409789446389,4.17939387813766,7.549514725686558,21.501586876179534
fast,10,high,131,1.9258439550073376,0.4366456835086723,8.000170614742036,4.769394413571964
fast,10,high,135,-6.802875223552505,5.719173207158391,5.716324651821365,-2.8054239571236095
fast,10,high,138,-2.5838228193209147,27.524479179718014,24.518266929498928,28.809937651747894
fast,10,high,142,12.535446663371872,-2.6311964873013665,-0.7250535607458888,14.102224283149276
fast,10,high,143,0.01830743667268564,0.8293292253580375,1.548470183104719,-0.7250535607458888
fast,10,high,144,-10.359620785663012,7.385376407290835,10.762175378506083,1.548470183104719
fast,10,high,148,5.876634318281589,-9.944113091729491,0.9187555188535601,7.941305427396793
fast,10,high,149,-6.147390227671565,0.8645692897110706,12.795723697833356,0.9187555188535601
fast,10,inf,0,-8.631054249792044,-6.102048946472365,8.631054249792044,
fast,10,inf,9,4.216106896868851,2.9772170108234235,4.756134583372059,8.97224148024091
fast,10,inf,12,2.354805133104989,-0.43402269060199217,1.3047177732218813,3.6595229063268704
fast,10,inf,15,-6.106919048269745,2.403539682557536,6.290094289739855,0.18317524147011
fast,10,inf,18,2.3900144416706723,1.8933591145881365,0.7103388860113427,3.100353327682015
fast,10,inf,31,3.288029687759874,-0.6051332634120854,-1.9564362222591853,1.3315934655006885
fast,10,inf,37,0.17787096345865905,2.979364104873383,0.2971987343686351,0.47506969782729414
fast,10,inf,44,-5.428280760091482,3.5736735480885358,7.072221829931223,1.643941069839741
fast,10,inf,46,-2.911071884729097,7.460542719642717,8.937304259219658,6.0262323744905615
fast,10,inf,53,12.856964427346057,2.270872009600467,1.3250976874433888,14.182062114789446
fast,10,inf,70,0.7455399320551095,1.4387634849928048,2.426255419368843,3.1717953514239525
fast,10,inf,71,-0.4344190276083566,-0.9648338584466956,2.8606744469771996,2.426255419368843
fast,10,inf,73,-0.17082865922641588,-1.755081654650752,1.0563277637842958,0.88549910455788
fast,10,inf,74,2.569147271991582,-0.33244509299206015,-1.5128195082072864,1.0563277637842958
fast,10,inf,79,-0.4108850119471157,2.565711289819035,13.287422656529545,9.43879087379749
fast,10,inf,81,1.4250646279395625,5.389380828791133,12.043377658417807,19.198020237665602
fast,10,inf,84,2.2173360065199006,2.5964954072306483,1.9581388415700216,8.186179414005684
fast,10,inf,85,1.8024109720564212,1.1878814560380704,5.31234802569101,1.9581388415700216
fast,10,inf,89,-2.912406866349386,4.421164694749962,8.959251355350954,4.900928898739922
fast,10,inf,92,6.727553249467263,-4.669481080204946,6.69187685225733,16.857176872509534
fast,10,inf,94,-3.3967962302732673,-6.591320462131975,0.38424614934617374,-5.304381261450386
fast,10,inf,95,-4.07333016084921,-3.3290657389945437,5.60349190045703,0.38424614934617374
fast,10,inf,96,-2.6606587300284303,1.5018505213445792,1.3886570889155818,5.60349190045703
fast,10,inf,100,11.070589825625476,-1.9782666645583333,7.454056885075474,13.36802655452354
fast,10,inf,101,-0.22455884986068497,-0.8614782188692942,14.554109276506036,7.454056885075474
fast,10,inf,103,-4.643336953732501,4.020691482158,16.469327056908718,4.377538766475513
fast,10,inf,106,6.402409592807388,4.921531447925162,15.958820484894517,18.350525511786145
fast,10,inf,109,1.4004059838522949,6.154564674833594,7.679407996521222,4.496151619326931
fast,10,inf,113,9.793122076767347,-4.661595591497388,1.9074367787787327,19.14901019224678
fast,10,inf,114,-7.362345751625412,4.891318412955101,5.832035759619205,1.9074367787787327
fast,10,inf,127,11.633544170130023,4.521392341294657,12.73412008787876,22.648790872616313
fast,10,inf,136,-6.399525611575356,9.234801004873404,20.13725939522825,5.716324651821365
fast,10,inf,146,3.721152871623403,11.664450713931217,12.596249934911958,17.463318396797007
fast,12,low,3,9.43376726224578,0.5189780960960491,-0.08119761109449541,9.352569651151285
fast,12,low,13,5.341702888753105,3.4255282041677475,4.579924948878315,9.92162783763142
fast,12,low,18,1.501114917546829,3.9381129218928663,3.786135449911953,5.287250367458782
fast,12,low,27,-2.4329550398775694,4.805612862048406,4.456590270675221,2.0236352307976517
fast,12,low,31,3.198532808652047,2.8882967482134063,2.750656195259623,5.94918900391167
fast,12,low,40,3.6145803527698632,-0.3122804780440873,-1.9031432440892502,1.711437108680613
fast,12,low,44,-9.833920537151343,4.51665018959369,6.91174254430868,-2.9221779928426628
fast,12,low,45,9.971490929665123,-2.747972925969961,-3.0597483853564427,6.91174254430868
fast,12,low,46,-2.468313455542102,0.7346096604648409,-0.5914349298143406,-3.0597483853564427
fast,12,low,47,3.440502623935302,1.473841566875322,-4.031937553749643,-0.5914349298143406
fast,12,low,51,-11.127693373341785,3.512228516959226,4.081690061836355,-7.04600331150543
fast,12,low,58,2.33618626280672,4.203960839759446,4.307315799608261,6.643502062414981
fast,12,low,62,-4.660229644057097,6.611654162918512,8.56476385625075,3.904534212193653
fast,12,low,67,-3.1357846519078976,7.040843562559914,8.836378509732384,5.700593857824487
fast,12,low,70,1.1840822537192253,4.423812460703331,5.3696977057915944,6.55377995951082
fast,12,low,74,-9.149348363967846,2.489359085248836,5.0299815655505995,-4.119366798417246
fast,12,low,77,1.9173498743106165,15.011480783314013,20.38761593164896,17.148345649782165
fast,12,low,88,-0.1587715175525659,4.888886510302555,11.138856183687853,10.980084666135287
fast,12,low,89,5.92411277597418,0.43003686018843723,6.933616793106141,11.138856183687853
fast,12,low,93,-13.056948655696615,8.211685403556828,22.534569891580396,2.602127694313902
fast,12,low,95,-3.372521328349521,1.2578488775657206,9.846233309352192,4.181880800479378
fast,12,low,96,1.9953366418249487,1.5735062687575265,8.99681225778889,9.846233309352192
fast,12,low,97,0.47886938961771364,0.9977141810751533,6.226111687647881,8.99681225778889
fast,12,low,104,-3.2946986932890496,1.0329229355435672,10.917691711761284,1.8934150671640024
fast,12,low,109,-12.75251912454786,0.2354267625159281,14.821250171102642,2.068731046554783
fast,12,low,116,1.874983597882263,-2.624603107894714,7.993474868690159,15.025078622749831
fast,12,low,117,-9.940475657451856,9.709457473306387,16.215077140749543,7.993474868690159
fast,12,low,119,-4.206483781719697,-1.2256330118346597,9.100770240154569,1.4565396876499328
fast,12,low,124,-6.794091767402591,6.7866562062227445,10.561367458479712,11.788684822908644
fast,12,low,127,12.99900689704728,-8.247821943749287,-4.176827539938819,19.13541966946328
fast,12,low,131,-10.459115903789453,9.940539024450729,18.08266740815305,5.331720323840304
fast,12,low,134,-10.25813965452133,7.293090953976531,22.748806865231177,6.761089259401617
fast,12,low,135,22.291938150311196,-13.136052041214512,-5.27270923638825,22.748806865231177
