condition,trial,phase,su_prev,imv,emv,err_ep,rotation
fast,22,1.0,high,0.7905119264377163,0.6498552758888891,-0.6498552758888891,0.0
fast,23,1.0,low,0.27120063433436314,0.9242197777583243,-0.9242197777583243,0.0
fast,23,1.0,mid,-9.304599525978489,0.0812008089318823,-0.0812008089318823,0.0
fast,23,1.0,high,-1.6345373210963459,-1.8584736611239876,1.8584736611239876,0.0
fast,24,1.0,low,-12.86794360946297,-4.1721060240603265,4.1721060240603265,0.0
fast,24,1.0,mid,-6.672653399433251,-0.2430065792229783,0.2430065792229783,0.0
fast,24,1.0,inf,0.9569532279337855,-0.225300421547729,0.225300421547729,0.0
fast,25,1.0,low,6.388178374729577,-1.7449169718122306,1.7449169718122306,0.0
fast,25,1.0,mid,-9.35283029036448,-1.069211829685372,1.069211829685372,0.0
fast,25,1.0,high,-4.697735185155797,-0.3493920154101507,0.3493920154101507,0.0
fast,25,1.0,inf,-3.8495467574649496,0.7795077592768962,-0.7795077592768962,0.0
fast,26,1.0,mid,-3.4818562620482254,1.2480329928801694,-1.2480329928801694,0.0
fast,26,1.0,high,0.15185091339828816,-1.9855678045771903,1.9855678045771903,0.0
fast,26,1.0,inf,1.7647366919662346,5.046870413307104,-5.046870413307104,0.0
fast,27,1.0,low,0.07951634760060955,-2.8072848219541484,2.8072848219541484,0.0
fast,27,1.0,mid,-7.578858311589542,-0.186343516993972,0.186343516993972,0.0
fast,27,1.0,inf,-0.35834240394795813,0.904839113396946,-0.904839113396946,0.0
fast,28,1.0,low,2.9543334683214226,2.393015335135786,-2.393015335135786,0.0
fast,28,1.0,mid,-5.208832170957621,-0.05224450522438673,0.05224450522438673,0.0
fast,28,1.0,high,-5.594597285054476,0.05841323099048168,-0.05841323099048168,0.0
fast,28,1.0,inf,1.8893505877439125,-2.7382691039750284,2.7382691039750284,0.0
fast,29,1.0,low,1.8037883998426878,-1.2880797322604849,1.2880797322604849,0.0
fast,29,1.0,mid,-5.041110954528193,-6.587436283477089,6.587436283477089,0.0
fast,29,1.0,high,-9.164275683455372,2.4769038701617205,-2.4769038701617205,0.0
fast,29,1.0,inf,-4.223220976889991,-0.3744741647018041,0.3744741647018041,0.0
fast,30,1.0,low,1.3642742962247212,-1.9557622456768087,1.9557622456768087,0.0
fast,30,1.0,mid,0.8536943144254749,-0.3996067992935721,0.3996067992935721,0.0
fast,30,1.0,high,-3.640391234706179,-2.298333826317382,2.298333826317382,0.0
fast,30,1.0,inf,-10.963249538773695,2.073854312834854,-2.073854312834854,0.0
fast,31,1.0,low,-0.09568393980971734,1.255573104563112,-1.255573104563112,0.0
fast,31,1.0,mid,0.0650242184139671,4.206616307191666,-4.206616307191666,0.0
fast,31,1.0,high,-0.6163830250239073,-1.5784940349550851,1.5784940349550851,0.0
fast,32,1.0,low,2.6036755644386993,0.6261885323319234,-0.6261885323319234,0.0
fast,32,1.0,high,-10.207124299899633,2.3161806197487778,-2.3161806197487778,0.0
fast,32,1.0,inf,4.577488292718527,0.1748970793460103,-0.1748970793460103,0.0
fast,33,1.0,mid,-9.86826728820607,-1.1059792934181019,1.1059792934181019,0.0
fast,33,1.0,high,1.5733274521194716,1.524655880864832,-1.524655880864832,0.0
fast,33,1.0,inf,3.8969326086930636,-0.9320062064988548,0.9320062064988548,0.0
fast,34,1.0,low,-5.024136799914075,-4.744518629893875,4.744518629893875,0.0
fast,34,1.0,mid,0.24831620387565323,2.123025085853243,-2.123025085853243,0.0
fast,34,1.0,high,-5.494831292086559,1.0948056219149152,-1.0948056219149152,0.0
fast,34,1.0,inf,4.753518808273327,1.3522776596029544,-1.3522776596029544,0.0
fast,35,1.0,low,-5.101349570097767,-0.12229990274165914,0.12229990274165914,0.0
fast,35,1.0,mid,-0.9516438100747223,0.34466951816288827,-0.34466951816288827,0.0
fast,36,1.0,low,-3.09850003827367,1.316053687606022,-1.316053687606022,0.0
fast,36,1.0,mid,4.1163425134840566,1.0353638589258196,-1.0353638589258196,0.0
fast,36,1.0,inf,2.368174361177097,-4.739794279450649,4.739794279450649,0.0
fast,37,1.0,mid,-3.85472974182548,-3.4821293934538886,3.4821293934538886,0.0
fast,37,1.0,high,-0.38421350289568323,2.5013513059382717,-2.5013513059382717,0.0
fast,37,1.0,inf,-1.6573413118853892,-2.0640621744479026,2.0640621744479026,0.0
fast,38,1.0,low,-3.215923925934689,0.4158613024335409,-0.4158613024335409,0.0
fast,38,1.0,mid,-5.448623675030035,-2.0859099631666425,2.0859099631666425,0.0
fast,38,1.0,high,2.9224885993309186,2.789194313192084,-2.789194313192084,0.0
fast,38,1.0,inf,-2.468859875105551,-1.2490315071206055,1.2490315071206055,0.0
fast,39,1.0,low,-2.896183835427607,-0.9321003244435673,0.9321003244435673,0.0
fast,39,1.0,mid,0.5665982456562944,2.0285226311624385,-2.0285226311624385,0.0
fast,39,1.0,high,13.17054890660242,-3.4680302739809292,3.4680302739809292,0.0
fast,39,1.0,inf,-1.8974802565888638,0.5737605510631667,-0.5737605510631667,0.0
fast,40,1.0,mid,-2.8724327982862192,0.36532990484736416,-0.36532990484736416,0.0
fast,40,1.0,high,3.040316373540558,0.9282748826025937,-0.9282748826025937,0.0
fast,40,1.0,inf,-1.9268731363938087,5.670246887437969,-5.670246887437969,0.0
fast,41,1.0,low,6.30885749684073,0.5423905920633985,-0.5423905920633985,0.0
fast,41,1.0,mid,-6.710542087955929,2.0092002252016314,-2.0092002252016314,0.0
fast,41,1.0,high,6.932817647164491,3.3312998455938114,-3.3312998455938114,0.0
fast,41,1.0,inf,-0.14702426856116801,-0.9865135347059351,0.9865135347059351,0.0
fast,42,1.0,low,-1.5567515839806845,-2.4561225944945804,2.4561225944945804,0.0
fast,42,1.0,mid,-3.314860952517108,5.236950133666127,-5.236950133666127,0.0
fast,42,1.0,high,5.470791971233496,1.992212619179611,-1.992212619179611,0.0
fast,42,1.0,inf,-0.09067986877347778,-0.9183718048097163,0.9183718048097163,0.0
fast,43,1.0,low,1.7904185042492529,0.28816716560125855,-0.28816716560125855,0.0
fast,43,1.0,mid,1.20067030822333,0.18745790888583969,-0.18745790888583969,0.0
fast,43,1.0,high,-10.158303782575103,-1.456162225905146,1.456162225905146,0.0
fast,43,1.0,inf,2.9221779928426628,2.6175572369064497,-2.6175572369064497,0.0
fast,44,1.0,low,2.143709902136891,-1.1056851910137482,1.1056851910137482,0.0
fast,44,1.0,high,-2.0811358603920134,-1.8849130334438478,1.8849130334438478,0.0
fast,44,1.0,inf,-5.237424782819133,2.5225083479007964,-2.5225083479007964,0.0
fast,45,1.0,low,-1.9931370752497344,-0.5644688869233647,0.5644688869233647,0.0
fast,45,1.0,mid,7.755881299796698,-0.39993692265155545,0.39993692265155545,0.0
fast,45,1.0,high,-3.5530371682055772,1.2827237868450254,-1.2827237868450254,0.0
fast,45,1.0,inf,-6.0262323744905615,0.8766058771682452,-0.8766058771682452,0.0
fast,46,1.0,low,0.5914349298143406,1.3260445902791815,-1.3260445902791815,0.0
fast,46,1.0,mid,-1.191255066883727,-2.836052131559697,2.836052131559697,0.0
fast,46,1.0,high,-5.7277472195017864,0.8199430310344908,-0.8199430310344908,0.0
fast,46,1.0,inf,4.22606965165356,1.8606819215755124,-1.8606819215755124,0.0
fast,47,1.0,low,5.89353415636711,0.3123836872807952,-0.3123836872807952,0.0
fast,47,1.0,mid,3.4778460674223197,0.05070367090434047,-0.05070367090434047,0.0
fast,47,1.0,inf,-1.119829323104696,3.252876451837004,-3.252876451837004,0.0
fast,48,1.0,low,-2.7029743011892435,-1.0114021259692123,1.0114021259692123,0.0
fast,48,1.0,mid,-2.8581855249760295,1.5835118880596895,-1.5835118880596895,0.0
fast,49,1.0,low,-12.102168866736548,0.7883413574328557,-0.7883413574328557,0.0
fast,49,1.0,mid,-4.44323923026149,-4.788983730388267,4.788983730388267,0.0
fast,49,1.0,high,8.003672639896166,1.6099056664529385,-1.6099056664529385,0.0
fast,50,1.0,mid,-6.502172811226352,-0.8897364541449306,0.8897364541449306,0.0
fast,50,1.0,high,3.831240364386929,1.8417039645067632,-1.8417039645067632,0.0
fast,50,1.0,inf,-7.42673453732192,0.3724553067515117,-0.3724553067515117,0.0
fast,51,1.0,low,-0.4050369798090614,1.8072771827295142,-1.8072771827295142,0.0
fast,51,1.0,mid,-5.7782240461324506,1.135062282260563,-1.135062282260563,0.0
fast,51,1.0,high,-5.550549520560523,-1.0515118201043165,1.0515118201043165,0.0
fast,51,1.0,inf,-3.4733505455666176,1.6708828445960933,-1.6708828445960933,0.0
fast,52,1.0,low,0.020742950423283446,0.4896585387198087,-0.4896585387198087,0.0
fast,52,1.0,mid,-8.555491741992682,1.8603643577234266,-1.8603643577234266,0.0
fast,52,1.0,high,-7.884495047347336,-0.09351957492324914,0.09351957492324914,0.0
fast,52,1.0,inf,-1.0223900805525403,1.3374686846711938,-1.3374686846711938,0.0
fast,53,1.0,mid,1.2616493882497721,-1.4094659855590237,1.4094659855590237,0.0
fast,53,1.0,high,-1.9752607377040263,0.12955368474592177,-0.12955368474592177,0.0
fast,53,1.0,inf,1.4039782754368915,0.036163874460079626,-0.036163874460079626,0.0
fast,54,1.0,low,-5.896743941742081,-0.7103723756744103,0.7103723756744103,0.0
fast,54,1.0,mid,-4.678734220154851,-0.25181509974865435,0.25181509974865435,0.0
fast,54,1.0,inf,-4.102938954768571,-1.4649876364186838,1.4649876364186838,0.0
fast,55,1.0,mid,-0.31190851255483665,-0.8995787410629447,0.8995787410629447,0.0
fast,55,1.0,high,2.860260278590019,-0.5718918585276782,0.5718918585276782,0.0
fast,56,1.0,low,-4.570882565526574,2.3748245104437586,-2.3748245104437586,0.0
fast,56,1.0,mid,1.041383727269609,-0.11967593523444482,0.11967593523444482,0.0
fast,56,1.0,high,1.777381735251062,-1.4120716325283738,1.4120716325283738,0.0
fast,57,1.0,low,-1.6674937212982996,2.8147642057145155,-2.8147642057145155,0.0
fast,57,1.0,high,1.597199246731975,-0.858089437505555,0.858089437505555,0.0
fast,57,1.0,inf,-1.8178426397016096,-2.3908922628154983,2.3908922628154983,0.0
fast,58,1.0,low,-6.705551325608667,0.22111713456072835,-0.22111713456072835,0.0
fast,58,1.0,mid,-4.071374138459454,-3.9711249581261896,3.9711249581261896,0.0
fast,58,1.0,high,-4.307315799608261,-0.10335495984881504,0.10335495984881504,0.0
fast,58,1.0,inf,-0.8764179550710622,-0.04796510151839328,0.04796510151839328,0.0
fast,59,1.0,low,-8.214248446985373,-3.754905702581894,3.754905702581894,0.0
fast,59,1.0,mid,2.034127227318436,-1.6902610381304726,1.6902610381304726,0.0
fast,59,1.0,high,-6.544198021576555,-0.3395746982498977,0.3395746982498977,0.0
fast,59,1.0,inf,1.7987869096651394,2.0844980499995103,-2.0844980499995103,0.0
fast,60,1.0,low,2.327322587326634,3.3596607824023152,-3.3596607824023152,0.0
fast,60,1.0,mid,-7.781520751714254,1.1414272113432844,-1.1414272113432844,0.0
fast,60,1.0,high,-0.347702813213715,-0.12366857513007545,0.12366857513007545,0.0
fast,60,1.0,inf,-3.703031206465319,2.5504586365568116,-2.5504586365568116,0.0
fast,61,1.0,mid,4.151374475870483,-0.028868895972230746,0.028868895972230746,0.0
fast,61,1.0,high,-4.9876501614334785,1.6581626805792193,-1.6581626805792193,0.0
fast,61,1.0,inf,-3.904534212193653,-1.0428582673592501,1.0428582673592501,0.0
fast,62,1.0,low,-6.435825872667948,0.11377727010676608,-0.11377727010676608,0.0
fast,62,1.0,mid,-4.210365014656659,0.3321527738108472,-0.3321527738108472,0.0
fast,62,1.0,high,3.174005111551556,0.7614306994434941,-0.7614306994434941,0.0
fast,62,1.0,inf,-8.56476385625075,-1.9531096933322374,1.9531096933322374,0.0
fast,63,1.0,low,-5.040923837170936,0.21786314721696698,-0.21786314721696698,0.0
fast,63,1.0,mid,-4.270081277544406,-3.2452399601602337,3.2452399601602337,0.0
fast,63,1.0,inf,5.01315082711974,1.4933711056658676,-1.4933711056658676,0.0
fast,64,1.0,low,-0.2322623636226524,1.5149280953263968,-1.5149280953263968,0.0
fast,64,1.0,mid,-4.874374121906726,-0.4269223038575518,0.4269223038575518,0.0
fast,64,1.0,high,-1.755178422294044,-3.2116014891131,3.2116014891131,0.0
fast,64,1.0,inf,2.007718804673587,4.391212615058578,-4.391212615058578,0.0
fast,65,1.0,low,-3.0583528263401547,2.894528239028901,-2.894528239028901,0.0
fast,65,1.0,mid,-4.000642536318338,0.5227225923300409,-0.5227225923300409,0.0
fast,65,1.0,high,0.08041095241906504,0.5593800967949925,-0.5593800967949925,0.0
fast,66,1.0,mid,-4.497982489643789,1.0750804635422853,-1.0750804635422853,0.0
fast,66,1.0,high,-4.312777583100285,-0.2021590289888877,0.2021590289888877,0.0
fast,66,1.0,inf,-2.0690613778062996,-2.792257608262325,2.792257608262325,0.0
fast,67,1.0,low,-0.2388116452344491,-0.45493826094381973,0.45493826094381973,0.0
fast,67,1.0,mid,1.853306839570834,3.082677221057267,-3.082677221057267,0.0
fast,67,1.0,high,-14.356099706258547,0.2074451976032634,-0.2074451976032634,0.0
fast,67,1.0,inf,-1.0062646919253808,0.07469797544101671,-0.07469797544101671,0.0
fast,68,1.0,low,-2.793762188601074,0.5528306384099532,-0.5528306384099532,0.0
fast,68,1.0,mid,-2.001764128395429,1.7381493440497593,-1.7381493440497593,0.0
fast,68,1.0,high,3.604756566107554,-3.9297087415520338,3.9297087415520338,0.0
fast,69,1.0,low,2.053828894071046,4.510297950485452,-4.510297950485452,0.0
fast,69,1.0,mid,-3.1717953514239525,0.4716889327314959,-0.4716889327314959,0.0
fast,69,1.0,high,-6.422774459812423,-0.08426161408650046,0.08426161408650046,0.0
fast,69,1.0,inf,0.8167558206974732,-1.0783087535790372,1.0783087535790372,0.0
fast,70,1.0,low,1.6251310251269662,1.3080441939054264,-1.3080441939054264,0.0
fast,70,1.0,mid,-5.3696977057915944,-0.9458852450882631,0.9458852450882631,0.0
fast,70,1.0,high,-12.564404978163509,-5.588489454341399,5.588489454341399,0.0
fast,70,1.0,inf,2.313970834529414,-0.9618767372558779,0.9618767372558779,0.0
fast,71,1.0,low,-1.0500152054783989,-1.262248288202219,1.262248288202219,0.0
fast,71,1.0,high,-3.190763679667427,2.305148236060134,-2.305148236060134,0.0
fast,71,1.0,inf,-2.8606744469771996,-3.825508305423895,3.825508305423895,0.0
fast,72,1.0,low,1.8212855371395023,-2.232475240259191,2.232475240259191,0.0
fast,72,1.0,mid,1.3354669029463864,5.295329821627931,-5.295329821627931,0.0
fast,72,1.0,inf,-2.729663249576267,1.5705298822266467,-1.5705298822266467,0.0
fast,73,1.0,low,-1.0563277637842958,-2.8114094184350478,2.8114094184350478,0.0
fast,73,1.0,high,-6.102157035179474,-0.17877117436579226,0.17877117436579226,0.0
fast,73,1.0,inf,4.119366798417246,-0.07304972248445551,0.07304972248445551,0.0
fast,74,1.0,low,-8.060241531287915,-1.0527717822807006,1.0527717822807006,0.0
fast,74,1.0,high,0.2938955193237405,-2.19405881985233,2.19405881985233,0.0
fast,74,1.0,inf,1.2485680325760775,-0.1920033234376639,0.1920033234376639,0.0
fast,75,2.0,low,-1.7775218872281613,2.1993003017488206,10.978728986260114,13.178029288008934
fast,75,2.0,mid,-0.012969092898970302,3.448586945367765,12.021273523164462,15.469860468532227
fast,75,2.0,high,4.825595665441838,0.1945547886078529,12.410516704270258,12.60507149287811
fast,75,2.0,inf,-7.755804167732855,-0.16823734200909257,9.335562064102264,9.167324722093172
fast,76,2.0,mid,-4.159282934607013,4.560853979333324,10.622527591633492,15.183381570966816
fast,76,2.0,high,-2.29491500962286,0.41091309669919457,9.71134128394535,10.122254380644543
fast,76,2.0,inf,-4.814195637694098,0.9725902582759289,4.18402989790148,5.156620156177409
fast,77,2.0,mid,-4.198348214206646,0.9378575250568275,8.229467197036344,9.167324722093172
fast,77,2.0,high,0.2388646930606768,15.25034547637469,5.376135148334946,20.626480624709636
fast,77,2.0,inf,10.730501361002961,2.182682434568374,8.417036775351855,10.599719209920229
fast,78,2.0,low,1.0058902371843128,7.274455071497054,8.768363192165998,16.04281826366305
fast,78,2.0,high,3.1564670736631606,3.3273093433824954,7.176916900682596,10.504226244065093
fast,79,2.0,low,0.2989395038733183,3.449700477027951,8.200441357298788,11.650141834326739
fast,79,2.0,mid,7.078680136835381,11.227305877938662,-0.05462887288760854,11.172677005051053
fast,79,2.0,high,0.988699713156663,4.402001283310824,3.0464500533898784,7.448451336700702
fast,80,2.0,low,12.685315259453915,3.4810227532488227,7.9781331493676415,11.459155902616464
fast,80,2.0,mid,4.95529538010544,8.369525132681716,2.946391321152043,11.315916453833758
fast,80,2.0,inf,-3.1552019740025514,2.3046545236305462,13.738163740032505,16.04281826366305
fast,81,2.0,low,1.071222812228579,8.834830064518329,0.7144665209953919,9.549296585513721
fast,81,2.0,mid,5.22599400055041,4.793130574804654,4.947151942419341,9.740282517223996
fast,82,2.0,mid,2.403156173712368,6.9311380722212945,4.528017830395171,11.459155902616466
fast,82,2.0,high,6.972781803207482,4.8024304344436,10.667430034088627,15.469860468532227
fast,82,2.0,inf,-0.419225066843083,-1.0213280205088182,12.194005025559871,11.172677005051053
fast,83,2.0,low,9.720583611177759,3.3885131553716974,14.37317849368382,17.761691649055518
fast,83,2.0,mid,-0.25037886024136213,11.350334992869861,3.8330465780969547,15.183381570966816
fast,83,2.0,high,3.27297648861078,4.962992636547995,6.49616326606847,11.459155902616464
fast,83,2.0,inf,-2.4913158647540214,1.2281445213812603,11.09044807393144,12.3185925953127
fast,84,2.0,low,-2.522501203759738,4.737529983265944,6.4351470217851094,11.172677005051053
fast,84,2.0,mid,9.793626665835149,9.968028931494686,-3.092535389924808,6.875493541569878
fast,84,2.0,high,1.8080008858209098,8.698668441674592,4.765839743899754,13.464508185574346
fast,84,2.0,inf,5.109244533906946,0.43189090687658904,13.892053971393992,14.32394487827058
fast,85,2.0,high,8.029473203197675,5.1943091548377325,9.989072416129083,15.183381570966816
fast,85,2.0,inf,4.903577381882904,6.1483119242498425,3.735210041756859,9.8835219660067
fast,86,2.0,low,8.076741824902072,9.734484121050045,8.600165323136299,18.334649444186343
fast,86,2.0,high,3.7209163320132106,7.4026453629331,7.494257310468304,14.896902673401403
fast,86,2.0,inf,2.9767092950145346,2.0875974156215307,8.416628828443562,10.504226244065093
fast,87,2.0,low,5.246392075744666,13.793446790035205,-4.053164272811209,9.740282517223996
fast,87,2.0,mid,0.6895615129224879,6.536918750124677,7.214068333015081,13.750987083139758
fast,87,2.0,high,0.36478934792745576,4.2103430482389115,7.248812854377553,11.459155902616464
fast,87,2.0,inf,-2.2694033208760445,2.261152007530278,7.192651612128306,9.453803619658583
fast,88,2.0,low,3.9143075243668477,8.054028045735372,1.9727333690540356,10.026761414789407
fast,88,2.0,mid,-2.551178344485469,2.3029394746431158,8.392272701132251,10.695212175775367
fast,88,2.0,high,14.581045372601707,1.6006274621336587,8.71261285022116,10.313240312354818
fast,89,2.0,low,5.808049921792879,3.958281728281772,5.782000788942223,9.740282517223996
fast,89,2.0,mid,1.4933933919938625,7.594175610714089,2.719064701640729,10.313240312354818
fast,89,2.0,high,1.353988957003864,5.775153651753826,4.538086660600992,10.313240312354818
fast,90,2.0,low,3.987189886381202,4.260914716874183,12.35486134191969,16.615776058793873
fast,90,2.0,mid,1.7669428706936898,4.624196962078813,10.27270571132259,14.896902673401403
fast,90,2.0,high,0.7706060152964511,3.9344332548758985,5.805849262348097,9.740282517223996
fast,90,2.0,inf,3.300618350750476,6.3338622818540955,7.417124801285661,13.750987083139757
fast,91,2.0,low,0.5684960822918868,3.03881808749216,11.28512679077842,14.32394487827058
fast,91,2.0,mid,-3.6791475845005976,0.08126957663002088,13.096759711378914,13.178029288008934
fast,91,2.0,high,1.2858278859752161,6.632564106674167,3.9671551032460632,10.59971920992023
fast,91,2.0,inf,4.304084692287134,2.609717598663366,16.297889640653803,18.90760723931717
fast,92,2.0,low,-2.736532354908917,2.0915146529717106,15.670176996083807,17.761691649055518
fast,92,2.0,mid,15.37769377593493,5.64588974989482,8.105097333244936,13.750987083139757
fast,92,2.0,high,5.403511138473159,2.3345336999070176,9.69757999784027,12.032113697747286
fast,92,2.0,inf,7.175152973883257,10.143181244832007,-0.9758565227388356,9.167324722093172
fast,93,2.0,mid,3.969004772226562,7.200491566282722,6.836974414422447,14.037465980705168
fast,93,2.0,high,-1.9080892668707605,6.3035961366860676,14.322884488023568,20.626480624709636
fast,93,2.0,inf,5.651017933823027,3.6233982883456264,8.217729477691387,11.841127766037014
fast,94,2.0,low,1.5241566552000971,7.44566943858364,4.395458327453373,11.841127766037014
fast,94,2.0,mid,12.79378313866276,6.202462676530786,6.975566611478149,13.178029288008934
fast,94,2.0,high,7.589348154314266,4.5187387836644035,8.086332709213709,12.605071492878112
fast,94,2.0,inf,-1.658056273701078,2.9678460601340078,5.62652086682834,8.594366926962348
fast,95,2.0,low,6.514443330710016,7.549560996796849,3.336637110688792,10.88619810748564
fast,95,2.0,mid,2.6329099054244978,6.767579432113706,1.2538296997178193,8.021409131831525
fast,95,2.0,high,0.22629229709119159,2.7630555571194293,9.842015935758683,12.605071492878112
fast,95,2.0,inf,6.026124478235147,4.990516047520735,8.760471035619023,13.750987083139758
fast,96,2.0,low,2.8485230333440015,6.170212157631198,8.440211618204795,14.610423775835994
fast,96,2.0,mid,12.746898670343398,8.386447065377155,-4.948700294592216,3.437746770784939
fast,96,2.0,high,15.098813534358378,5.533193830389507,7.931314355184838,13.464508185574346
fast,96,2.0,inf,6.0597942477851205,7.5616447691297,-0.11319343242899738,7.448451336700702
fast,97,2.0,low,5.806002010099405,6.8037161911745585,5.228397506572728,12.032113697747286
fast,97,2.0,high,2.002960080669034,4.689740599945154,7.915330892932959,12.605071492878112
fast,97,2.0,inf,3.484503368032582,2.640504452714803,9.964567040163308,12.60507149287811
fast,98,2.0,low,3.4520056322659562,4.0884972444900045,9.47150390693948,13.560001151429484
