condition,subject,sub_task,block,acc
4F4K_congruent,155,2,15,0.6
4F4K_congruent,159,1,0,0.38461538461538464
4F4K_congruent,159,1,1,0.9166666666666666
4F4K_congruent,159,1,2,0.42857142857142855
4F4K_congruent,159,1,3,0.5714285714285714
4F4K_congruent,159,1,4,0.5833333333333334
4F4K_congruent,159,1,5,0.7272727272727273
4F4K_congruent,159,1,6,0.6363636363636364
4F4K_congruent,159,1,7,0.6666666666666666
4F4K_congruent,159,1,8,0.7692307692307693
4F4K_congruent,159,1,9,0.8333333333333334
4F4K_congruent,159,1,10,0.7777777777777778
4F4K_congruent,159,1,11,0.6923076923076923
4F4K_congruent,159,1,12,0.46153846153846156
4F4K_congruent,159,1,13,0.9090909090909091
4F4K_congruent,159,1,14,0.375
4F4K_congruent,159,1,15,0.7058823529411765
4F4K_congruent,159,2,0,0.3333333333333333
4F4K_congruent,159,2,1,0.6153846153846154
4F4K_congruent,159,2,2,0.7272727272727273
4F4K_congruent,159,2,3,0.7272727272727273
4F4K_congruent,159,2,4,0.3076923076923077
4F4K_congruent,159,2,5,0.5714285714285714
4F4K_congruent,159,2,6,0.7857142857142857
4F4K_congruent,159,2,7,0.7692307692307693
4F4K_congruent,159,2,8,0.8333333333333334
4F4K_congruent,159,2,9,0.5384615384615384
4F4K_congruent,159,2,10,0.6875
4F4K_congruent,159,2,11,0.6666666666666666
4F4K_congruent,159,2,12,0.5
4F4K_congruent,159,2,13,0.5714285714285714
4F4K_congruent,159,2,14,0.8888888888888888
4F4K_congruent,159,2,15,0.42857142857142855
4F4K_congruent,163,1,0,0.6363636363636364
4F4K_congruent,163,1,1,0.8461538461538461
4F4K_congruent,163,1,2,0.8571428571428571
4F4K_congruent,163,1,3,0.6666666666666666
4F4K_congruent,163,1,4,0.4166666666666667
4F4K_congruent,163,1,5,0.3
4F4K_congruent,163,1,6,0.36363636363636365
4F4K_congruent,163,1,7,0.5833333333333334
4F4K_congruent,163,1,8,0.46153846153846156
4F4K_congruent,163,1,9,0.5555555555555556
4F4K_congruent,163,1,10,0.7142857142857143
4F4K_congruent,163,1,11,0.8
4F4K_congruent,163,1,12,0.3333333333333333
4F4K_congruent,163,1,13,0.25
4F4K_congruent,163,1,14,0.2222222222222222
4F4K_congruent,163,1,15,0.6666666666666666
4F4K_congruent,163,2,0,0.7142857142857143
4F4K_congruent,163,2,1,0.8333333333333334
4F4K_congruent,163,2,2,0.5454545454545454
4F4K_congruent,163,2,3,0.7
4F4K_congruent,163,2,4,0.6923076923076923
4F4K_congruent,163,2,5,0.5333333333333333
4F4K_congruent,163,2,6,0.2857142857142857
4F4K_congruent,163,2,7,0.7692307692307693
4F4K_congruent,163,2,8,0.5833333333333334
4F4K_congruent,163,2,9,0.2857142857142857
4F4K_congruent,163,2,10,0.5454545454545454
4F4K_congruent,163,2,11,0.4666666666666667
4F4K_congruent,163,2,12,0.5625
4F4K_congruent,163,2,13,0.6470588235294118
4F4K_congruent,163,2,14,0.42857142857142855
4F4K_congruent,163,2,15,0.6666666666666666
4F4K_congruent,167,1,0,0.42857142857142855
4F4K_congruent,167,1,1,0.16666666666666666
4F4K_congruent,167,1,2,0.9230769230769231
4F4K_congruent,167,1,3,0.7692307692307693
4F4K_congruent,167,1,4,1.0
4F4K_congruent,167,1,5,0.9090909090909091
4F4K_congruent,167,1,6,0.8888888888888888
4F4K_congruent,167,1,7,0.8461538461538461
4F4K_congruent,167,1,8,0.8181818181818182
4F4K_congruent,167,1,9,1.0
4F4K_congruent,167,1,10,0.9166666666666666
4F4K_congruent,167,1,11,1.0
4F4K_congruent,167,1,12,0.9473684210526315
4F4K_congruent,167,1,13,1.0
4F4K_congruent,167,1,14,1.0
4F4K_congruent,167,1,15,1.0
4F4K_congruent,167,2,0,0.6363636363636364
4F4K_congruent,167,2,1,0.46153846153846156
4F4K_congruent,167,2,2,0.6666666666666666
4F4K_congruent,167,2,3,0.5
4F4K_congruent,167,2,4,0.9
4F4K_congruent,167,2,5,1.0
4F4K_congruent,167,2,6,0.9375
4F4K_congruent,167,2,7,0.9166666666666666
4F4K_congruent,167,2,8,0.7857142857142857
4F4K_congruent,167,2,9,1.0
4F4K_congruent,167,2,10,0.8461538461538461
4F4K_congruent,167,2,11,0.9333333333333333
4F4K_congruent,167,2,12,0.8333333333333334
4F4K_congruent,167,2,13,0.9090909090909091
4F4K_congruent,167,2,14,0.9230769230769231
4F4K_congruent,167,2,15,0.9230769230769231
4F4K_congruent,171,1,0,0.6666666666666666
4F4K_congruent,171,1,1,0.7222222222222222
4F4K_congruent,171,1,2,0.7692307692307693
4F4K_congruent,171,1,3,0.8181818181818182
4F4K_congruent,171,1,4,0.6363636363636364
4F4K_congruent,171,1,5,0.75
4F4K_congruent,171,1,6,0.7692307692307693
4F4K_congruent,171,1,7,0.5384615384615384
4F4K_congruent,171,1,8,0.5
4F4K_congruent,171,1,9,0.7647058823529411
4F4K_congruent,171,1,10,0.8181818181818182
4F4K_congruent,171,1,11,0.6666666666666666
4F4K_congruent,171,1,12,0.6
4F4K_congruent,171,1,13,0.7142857142857143
4F4K_congruent,171,1,14,0.8333333333333334
4F4K_congruent,171,1,15,0.9166666666666666
4F4K_congruent,171,2,0,0.7894736842105263
4F4K_congruent,171,2,1,0.8571428571428571
4F4K_congruent,171,2,2,0.75
4F4K_congruent,171,2,3,0.6428571428571429
4F4K_congruent,171,2,4,0.6428571428571429
4F4K_congruent,171,2,5,0.46153846153846156
4F4K_congruent,171,2,6,0.5833333333333334
4F4K_congruent,171,2,7,0.5833333333333334
4F4K_congruent,171,2,8,0.8
4F4K_congruent,171,2,9,0.875
4F4K_congruent,171,2,10,0.7857142857142857
4F4K_congruent,171,2,11,0.7142857142857143
4F4K_congruent,171,2,12,0.8
4F4K_congruent,171,2,13,0.7272727272727273
4F4K_congruent,171,2,14,0.6923076923076923
4F4K_congruent,171,2,15,0.75
4F4K_congruent,175,1,0,0.5
4F4K_congruent,175,1,1,0.5714285714285714
4F4K_congruent,175,1,2,0.8571428571428571
4F4K_congruent,175,1,3,0.875
4F4K_congruent,175,1,4,0.8
4F4K_congruent,175,1,5,0.8666666666666667
4F4K_congruent,175,1,6,0.9473684210526315
4F4K_congruent,175,1,7,0.6923076923076923
4F4K_congruent,175,1,8,0.9375
4F4K_congruent,175,1,9,0.875
4F4K_congruent,175,1,10,0.8571428571428571
4F4K_congruent,175,1,11,0.8235294117647058
4F4K_congruent,175,1,12,0.8666666666666667
4F4K_congruent,175,1,13,1.0
4F4K_congruent,175,1,14,0.8
4F4K_congruent,175,1,15,0.8888888888888888
4F4K_congruent,175,2,0,0.5555555555555556
4F4K_congruent,175,2,1,0.6363636363636364
4F4K_congruent,175,2,2,0.8181818181818182
4F4K_congruent,175,2,3,0.8888888888888888
4F4K_congruent,175,2,4,0.9
4F4K_congruent,175,2,5,0.9
4F4K_congruent,175,2,6,1.0
4F4K_congruent,175,2,7,1.0
4F4K_congruent,175,2,8,0.4444444444444444
4F4K_congruent,175,2,9,0.8888888888888888
4F4K_congruent,175,2,10,1.0
4F4K_congruent,175,2,11,0.875
4F4K_congruent,175,2,12,0.8
4F4K_congruent,175,2,13,0.8666666666666667
4F4K_congruent,175,2,14,0.8
4F4K_congruent,175,2,15,0.8666666666666667
4F4K_congruent,179,1,0,0.5
4F4K_congruent,179,1,1,0.3333333333333333
4F4K_congruent,179,1,2,0.4375
4F4K_congruent,179,1,3,0.6363636363636364
4F4K_congruent,179,1,4,0.42857142857142855
4F4K_congruent,179,1,5,0.36363636363636365
4F4K_congruent,179,1,6,0.8333333333333334
4F4K_congruent,179,1,7,0.5
4F4K_congruent,179,1,8,0.7777777777777778
4F4K_congruent,179,1,9,0.5833333333333334
4F4K_congruent,179,1,10,0.6363636363636364
4F4K_congruent,179,1,11,0.42857142857142855
4F4K_congruent,179,1,12,0.5714285714285714
4F4K_congruent,179,1,13,0.8181818181818182
4F4K_congruent,179,1,14,0.5714285714285714
4F4K_congruent,179,1,15,0.4375
4F4K_congruent,179,2,0,0.6
4F4K_congruent,179,2,1,0.4
4F4K_congruent,179,2,2,0.6666666666666666
4F4K_congruent,179,2,3,0.42857142857142855
4F4K_congruent,179,2,4,0.36363636363636365
4F4K_congruent,179,2,5,0.42857142857142855
4F4K_congruent,179,2,6,0.8461538461538461
4F4K_congruent,179,2,7,0.9090909090909091
4F4K_congruent,179,2,8,0.6875
4F4K_congruent,179,2,9,0.7692307692307693
4F4K_congruent,179,2,10,0.5
4F4K_congruent,179,2,11,0.36363636363636365
4F4K_congruent,179,2,12,0.7222222222222222
4F4K_congruent,179,2,13,0.7142857142857143
4F4K_congruent,179,2,14,0.6363636363636364
4F4K_congruent,179,2,15,0.375
4F4K_incongruent,4,1,0,0.625
4F4K_incongruent,4,1,1,0.45454545454545453
4F4K_incongruent,4,1,2,0.8333333333333334
4F4K_incongruent,4,1,3,0.7857142857142857
4F4K_incongruent,4,1,4,0.6666666666666666
4F4K_incongruent,4,1,5,0.5714285714285714
4F4K_incongruent,4,1,6,1.0
4F4K_incongruent,4,1,7,0.7
4F4K_incongruent,4,1,8,0.8333333333333334
4F4K_incongruent,4,1,9,0.6923076923076923
4F4K_incongruent,4,1,10,1.0
4F4K_incongruent,4,1,11,0.9090909090909091
4F4K_incongruent,4,1,12,0.9090909090909091
4F4K_incongruent,4,1,13,0.8125
4F4K_incongruent,4,1,14,0.8888888888888888
4F4K_incongruent,4,1,15,0.6666666666666666
4F4K_incongruent,4,2,0,0.5555555555555556
4F4K_incongruent,4,2,1,0.35714285714285715
4F4K_incongruent,4,2,2,0.7142857142857143
4F4K_incongruent,4,2,3,0.5454545454545454
4F4K_incongruent,4,2,4,0.75
4F4K_incongruent,4,2,5,0.45454545454545453
4F4K_incongruent,4,2,6,0.9375
4F4K_incongruent,4,2,7,0.7333333333333333
4F4K_incongruent,4,2,8,0.6923076923076923
4F4K_incongruent,4,2,9,0.8333333333333334
4F4K_incongruent,4,2,10,1.0
4F4K_incongruent,4,2,11,0.8571428571428571
4F4K_incongruent,4,2,12,0.7857142857142857
4F4K_incongruent,4,2,13,1.0
4F4K_incongruent,4,2,14,0.6875
4F4K_incongruent,4,2,15,0.75
4F4K_incongruent,8,1,0,0.5882352941176471
4F4K_incongruent,8,1,1,0.5
4F4K_incongruent,8,1,2,0.7
4F4K_incongruent,8,1,3,0.7272727272727273
4F4K_incongruent,8,1,4,0.7142857142857143
4F4K_incongruent,8,1,5,0.6666666666666666
4F4K_incongruent,8,1,6,0.7
4F4K_incongruent,8,1,7,0.8461538461538461
4F4K_incongruent,8,1,8,0.8571428571428571
4F4K_incongruent,8,1,9,0.6923076923076923
4F4K_incongruent,8,1,10,0.5833333333333334
4F4K_incongruent,8,1,11,0.7142857142857143
4F4K_incongruent,8,1,12,1.0
4F4K_incongruent,8,1,13,0.7272727272727273
4F4K_incongruent,8,1,14,0.8571428571428571
4F4K_incongruent,8,1,15,0.8181818181818182
4F4K_incongruent,8,2,0,0.375
4F4K_incongruent,8,2,1,0.6363636363636364
4F4K_incongruent,8,2,2,0.6
4F4K_incongruent,8,2,3,0.5714285714285714
4F4K_incongruent,8,2,4,0.8181818181818182
4F4K_incongruent,8,2,5,0.7692307692307693
4F4K_incongruent,8,2,6,0.6666666666666666
4F4K_incongruent,8,2,7,0.9166666666666666
4F4K_incongruent,8,2,8,0.6363636363636364
4F4K_incongruent,8,2,9,0.5833333333333334
4F4K_incongruent,8,2,10,0.6923076923076923
4F4K_incongruent,8,2,11,0.8181818181818182
4F4K_incongruent,8,2,12,0.9230769230769231
4F4K_incongruent,8,2,13,0.8571428571428571
4F4K_incongruent,8,2,14,0.6363636363636364
4F4K_incongruent,8,2,15,0.8461538461538461
4F4K_incongruent,12,1,0,0.6428571428571429
4F4K_incongruent,12,1,1,0.6428571428571429
4F4K_incongruent,12,1,2,0.7692307692307693
4F4K_incongruent,12,1,3,0.7272727272727273
4F4K_incongruent,12,1,4,0.4666666666666667
4F4K_incongruent,12,1,5,1.0
4F4K_incongruent,12,1,6,1.0
4F4K_incongruent,12,1,7,0.5714285714285714
4F4K_incongruent,12,1,8,1.0
4F4K_incongruent,12,1,9,0.7333333333333333
4F4K_incongruent,12,1,10,0.9333333333333333
4F4K_incongruent,12,1,11,0.8823529411764706
4F4K_incongruent,12,1,12,0.9090909090909091
4F4K_incongruent,12,1,13,0.6
4F4K_incongruent,12,1,14,0.36363636363636365
4F4K_incongruent,12,1,15,0.8
4F4K_incongruent,12,2,0,0.8181818181818182
4F4K_incongruent,12,2,1,0.7272727272727273
4F4K_incongruent,12,2,2,0.3333333333333333
4F4K_incongruent,12,2,3,0.2857142857142857
4F4K_incongruent,12,2,4,0.9
4F4K_incongruent,12,2,5,0.8
4F4K_incongruent,12,2,6,0.8235294117647058
4F4K_incongruent,12,2,7,1.0
4F4K_incongruent,12,2,8,0.9230769230769231
4F4K_incongruent,12,2,9,0.7
4F4K_incongruent,12,2,10,0.8
4F4K_incongruent,12,2,11,0.625
4F4K_incongruent,12,2,12,0.5714285714285714
4F4K_incongruent,12,2,13,0.8
4F4K_incongruent,12,2,14,0.7142857142857143
4F4K_incongruent,12,2,15,0.5555555555555556
4F4K_incongruent,16,1,0,0.7058823529411765
4F4K_incongruent,16,1,1,0.6363636363636364
4F4K_incongruent,16,1,2,0.7777777777777778
4F4K_incongruent,16,1,3,0.4666666666666667
4F4K_incongruent,16,1,4,0.5384615384615384
4F4K_incongruent,16,1,5,0.5
4F4K_incongruent,16,1,6,0.5833333333333334
4F4K_incongruent,16,1,7,0.5714285714285714
4F4K_incongruent,16,1,8,0.6666666666666666
4F4K_incongruent,16,1,9,0.75
4F4K_incongruent,16,1,10,0.6923076923076923
4F4K_incongruent,16,1,11,0.8
4F4K_incongruent,16,1,12,0.75
4F4K_incongruent,16,1,13,1.0
4F4K_incongruent,16,1,14,0.6875
4F4K_incongruent,16,1,15,1.0
4F4K_incongruent,16,2,0,0.625
4F4K_incongruent,16,2,1,0.5714285714285714
4F4K_incongruent,16,2,2,0.2857142857142857
4F4K_incongruent,16,2,3,0.5
4F4K_incongruent,16,2,4,0.6666666666666666
4F4K_incongruent,16,2,5,0.23076923076923078
4F4K_incongruent,16,2,6,0.46153846153846156
4F4K_incongruent,16,2,7,0.09090909090909091
4F4K_incongruent,16,2,8,0.5
4F4K_incongruent,16,2,9,0.23529411764705882
4F4K_incongruent,16,2,10,0.3333333333333333
4F4K_incongruent,16,2,11,0.5
4F4K_incongruent,16,2,12,0.38461538461538464
4F4K_incongruent,16,2,13,0.6923076923076923
4F4K_incongruent,16,2,14,0.3333333333333333
4F4K_incongruent,16,2,15,0.8
4F4K_incongruent,20,1,0,0.8
4F4K_incongruent,20,1,1,0.6666666666666666
4F4K_incongruent,20,1,2,0.5
4F4K_incongruent,20,1,3,0.5
4F4K_incongruent,20,1,4,0.5384615384615384
4F4K_incongruent,20,1,5,0.8125
4F4K_incongruent,20,1,6,0.5
4F4K_incongruent,20,1,7,0.7777777777777778
4F4K_incongruent,20,1,8,0.7272727272727273
4F4K_incongruent,20,1,9,0.0
4F4K_incongruent,20,1,10,0.8666666666666667
4F4K_incongruent,20,1,11,0.6923076923076923
4F4K_incongruent,20,1,12,0.75
4F4K_incongruent,20,1,13,0.5454545454545454
4F4K_incongruent,20,1,14,0.6363636363636364
4F4K_incongruent,20,1,15,0.75
4F4K_incongruent,20,2,0,0.8666666666666667
4F4K_incongruent,20,2,1,0.5384615384615384
4F4K_incongruent,20,2,2,0.46153846153846156
4F4K_incongruent,20,2,3,0.6363636363636364
4F4K_incongruent,20,2,4,0.9166666666666666
4F4K_incongruent,20,2,5,0.7777777777777778
4F4K_incongruent,20,2,6,0.7333333333333333
4F4K_incongruent,20,2,7,0.5625
4F4K_incongruent,20,2,8,0.6428571428571429
4F4K_incongruent,20,2,9,0.6153846153846154
4F4K_incongruent,20,2,10,0.8
4F4K_incongruent,20,2,11,0.5833333333333334
4F4K_incongruent,20,2,12,0.7777777777777778
4F4K_incongruent,20,2,13,1.0
4F4K_incongruent,20,2,14,0.7857142857142857
4F4K_incongruent,20,2,15,0.9166666666666666
4F4K_incongruent,24,1,0,0.6
4F4K_incongruent,24,1,1,0.4166666666666667
4F4K_incongruent,24,1,2,0.5384615384615384
4F4K_incongruent,24,1,3,0.5
4F4K_incongruent,24,1,4,0.5384615384615384
4F4K_incongruent,24,1,5,0.7692307692307693
4F4K_incongruent,24,1,6,0.7272727272727273
4F4K_incongruent,24,1,7,0.75
4F4K_incongruent,24,1,8,0.6666666666666666
4F4K_incongruent,24,1,9,0.6923076923076923
4F4K_incongruent,24,1,10,1.0
4F4K_incongruent,24,1,11,0.7857142857142857
4F4K_incongruent,24,1,12,0.9166666666666666
4F4K_incongruent,24,1,13,0.8125
4F4K_incongruent,24,1,14,0.7142857142857143
4F4K_incongruent,24,1,15,0.9090909090909091
4F4K_incongruent,24,2,0,0.4666666666666667
4F4K_incongruent,24,2,1,0.38461538461538464
4F4K_incongruent,24,2,2,0.5833333333333334
4F4K_incongruent,24,2,3,0.45454545454545453
4F4K_incongruent,24,2,4,0.6666666666666666
4F4K_incongruent,24,2,5,0.6666666666666666
4F4K_incongruent,24,2,6,0.7142857142857143
4F4K_incongruent,24,2,7,0.5555555555555556
4F4K_incongruent,24,2,8,0.5
4F4K_incongruent,24,2,9,0.8333333333333334
4F4K_incongruent,24,2,10,0.6923076923076923
4F4K_incongruent,24,2,11,0.9090909090909091
4F4K_incongruent,24,2,12,0.6153846153846154
4F4K_incongruent,24,2,13,0.6666666666666666
4F4K_incongruent,24,2,14,0.8888888888888888
4F4K_incongruent,24,2,15,1.0
4F4K_incongruent,28,1,0,0.7142857142857143
4F4K_incongruent,28,1,1,0.6363636363636364
4F4K_incongruent,28,1,2,0.5714285714285714
4F4K_incongruent,28,1,3,0.6
4F4K_incongruent,28,1,4,0.6666666666666666
4F4K_incongruent,28,1,5,0.6428571428571429
4F4K_incongruent,28,1,6,0.6428571428571429
4F4K_incongruent,28,1,7,0.7857142857142857
4F4K_incongruent,28,1,8,0.8333333333333334
4F4K_incongruent,28,1,9,0.9285714285714286
4F4K_incongruent,28,1,10,1.0
4F4K_incongruent,28,1,11,0.8333333333333334
4F4K_incongruent,28,1,12,0.9166666666666666
4F4K_incongruent,28,1,13,0.5833333333333334
4F4K_incongruent,28,1,14,0.8571428571428571
4F4K_incongruent,28,1,15,0.5555555555555556
4F4K_incongruent,28,2,0,0.36363636363636365
4F4K_incongruent,28,2,1,0.6428571428571429
4F4K_incongruent,28,2,2,0.5454545454545454
4F4K_incongruent,28,2,3,0.6
4F4K_incongruent,28,2,4,0.8461538461538461
4F4K_incongruent,28,2,5,0.7272727272727273
4F4K_incongruent,28,2,6,0.8181818181818182
4F4K_incongruent,28,2,7,1.0
4F4K_incongruent,28,2,8,0.46153846153846156
4F4K_incongruent,28,2,9,0.7272727272727273
4F4K_incongruent,28,2,10,1.0
4F4K_incongruent,28,2,11,0.8461538461538461
4F4K_incongruent,28,2,12,0.7692307692307693
4F4K_incongruent,28,2,13,0.7692307692307693
4F4K_incongruent,28,2,14,0.9090909090909091
4F4K_incongruent,28,2,15,0.8
4F4K_incongruent,32,1,0,0.2857142857142857
4F4K_incongruent,32,1,1,0.6666666666666666
4F4K_incongruent,32,1,2,0.21428571428571427
4F4K_incongruent,32,1,3,0.42857142857142855
4F4K_incongruent,32,1,4,0.5333333333333333
4F4K_incongruent,32,1,5,0.5454545454545454
4F4K_incongruent,32,1,6,0.4166666666666667
4F4K_incongruent,32,1,7,0.6666666666666666
4F4K_incongruent,32,1,8,0.46153846153846156
4F4K_incongruent,32,1,9,0.4666666666666667
4F4K_incongruent,32,1,10,0.7857142857142857
4F4K_incongruent,32,1,11,0.9
4F4K_incongruent,32,1,12,0.625
4F4K_incongruent,32,1,13,0.5384615384615384
4F4K_incongruent,32,1,14,0.6666666666666666
4F4K_incongruent,32,1,15,0.6875
4F4K_incongruent,32,2,0,0.36363636363636365
4F4K_incongruent,32,2,1,0.46153846153846156
4F4K_incongruent,32,2,2,0.2727272727272727
4F4K_incongruent,32,2,3,0.3333333333333333
4F4K_incongruent,32,2,4,0.4
4F4K_incongruent,32,2,5,0.5
4F4K_incongruent,32,2,6,0.6923076923076923
4F4K_incongruent,32,2,7,0.8
4F4K_incongruent,32,2,8,0.5833333333333334
4F4K_incongruent,32,2,9,0.4
4F4K_incongruent,32,2,10,0.6363636363636364
4F4K_incongruent,32,2,11,0.6
4F4K_incongruent,32,2,12,0.5882352941176471
4F4K_incongruent,32,2,13,0.5
4F4K_incongruent,32,2,14,0.6
4F4K_incongruent,32,2,15,0.25
4F4K_incongruent,40,1,0,0.4117647058823529
4F4K_incongruent,40,1,1,0.6428571428571429
4F4K_incongruent,40,1,2,0.38461538461538464
4F4K_incongruent,40,1,3,0.21428571428571427
4F4K_incongruent,40,1,4,0.4
4F4K_incongruent,40,1,5,0.2857142857142857
4F4K_incongruent,40,1,6,0.5
4F4K_incongruent,40,1,7,0.6666666666666666
4F4K_incongruent,40,1,8,0.5454545454545454
4F4K_incongruent,40,1,9,0.7272727272727273
4F4K_incongruent,40,1,10,0.5
4F4K_incongruent,40,1,11,0.5
4F4K_incongruent,40,1,12,0.7142857142857143
4F4K_incongruent,40,1,13,0.6
4F4K_incongruent,40,1,14,0.8666666666666667
4F4K_incongruent,40,1,15,0.7857142857142857
4F4K_incongruent,40,2,0,0.625
4F4K_incongruent,40,2,1,0.5454545454545454
4F4K_incongruent,40,2,2,0.3333333333333333
4F4K_incongruent,40,2,3,0.6363636363636364
4F4K_incongruent,40,2,4,0.4
4F4K_incongruent,40,2,5,0.7272727272727273
4F4K_incongruent,40,2,6,0.7272727272727273
4F4K_incongruent,40,2,7,0.5384615384615384
4F4K_incongruent,40,2,8,0.5
4F4K_incongruent,40,2,9,0.5714285714285714
4F4K_incongruent,40,2,10,0.7894736842105263
4F4K_incongruent,40,2,11,0.8461538461538461
4F4K_incongruent,40,2,12,0.7272727272727273
4F4K_incongruent,40,2,13,0.7333333333333333
4F4K_incongruent,40,2,14,0.7
4F4K_incongruent,40,2,15,0.8
4F4K_incongruent,44,1,0,0.5
4F4K_incongruent,44,1,1,0.6875
4F4K_incongruent,44,1,2,0.9
4F4K_incongruent,44,1,3,0.5625
4F4K_incongruent,44,1,4,0.75
4F4K_incongruent,44,1,5,0.4166666666666667
4F4K_incongruent,44,1,6,0.7777777777777778
4F4K_incongruent,44,1,7,1.0
4F4K_incongruent,44,1,8,0.8235294117647058
4F4K_incongruent,44,1,9,0.7272727272727273
4F4K_incongruent,44,1,10,0.6666666666666666
4F4K_incongruent,44,1,11,0.875
4F4K_incongruent,44,1,12,0.9166666666666666
4F4K_incongruent,44,1,13,0.6923076923076923
4F4K_incongruent,44,1,14,0.7857142857142857
4F4K_incongruent,44,1,15,1.0
4F4K_incongruent,44,2,0,0.7333333333333333
4F4K_incongruent,44,2,1,0.8888888888888888
4F4K_incongruent,44,2,2,0.6666666666666666
4F4K_incongruent,44,2,3,0.8888888888888888
4F4K_incongruent,44,2,4,0.8823529411764706
4F4K_incongruent,44,2,5,0.6153846153846154
4F4K_incongruent,44,2,6,0.875
4F4K_incongruent,44,2,7,1.0
4F4K_incongruent,44,2,8,1.0
4F4K_incongruent,44,2,9,0.7857142857142857
4F4K_incongruent,44,2,10,0.8
4F4K_incongruent,44,2,11,1.0
4F4K_incongruent,44,2,12,0.8461538461538461
4F4K_incongruent,44,2,13,0.6666666666666666
4F4K_incongruent,44,2,14,0.8181818181818182
4F4K_incongruent,44,2,15,1.0
4F4K_incongruent,48,1,0,0.4
4F4K_incongruent,48,1,1,0.45454545454545453
4F4K_incongruent,48,1,2,0.8571428571428571
4F4K_incongruent,48,1,3,0.6
4F4K_incongruent,48,1,4,0.8125
4F4K_incongruent,48,1,5,0.7
4F4K_incongruent,48,1,6,0.3333333333333333
4F4K_incongruent,48,1,7,0.16666666666666666
4F4K_incongruent,48,1,8,0.4375
4F4K_incongruent,48,1,9,0.5294117647058824
4F4K_incongruent,48,1,10,0.6923076923076923
4F4K_incongruent,48,1,11,0.7142857142857143
4F4K_incongruent,48,1,12,0.9166666666666666
4F4K_incongruent,48,1,13,0.8
4F4K_incongruent,48,1,14,0.9
4F4K_incongruent,48,1,15,0.8461538461538461
4F4K_incongruent,48,2,0,0.4666666666666667
4F4K_incongruent,48,2,1,0.7142857142857143
4F4K_incongruent,48,2,2,0.9090909090909091
4F4K_incongruent,48,2,3,0.6
4F4K_incongruent,48,2,4,0.4444444444444444
4F4K_incongruent,48,2,5,0.6
4F4K_incongruent,48,2,6,0.5625
4F4K_incongruent,48,2,7,0.8461538461538461
4F4K_incongruent,48,2,8,0.5555555555555556
4F4K_incongruent,48,2,9,0.625
4F4K_incongruent,48,2,10,0.6666666666666666
4F4K_incongruent,48,2,11,0.5454545454545454
4F4K_incongruent,48,2,12,0.7692307692307693
4F4K_incongruent,48,2,13,0.7
4F4K_incongruent,48,2,14,0.8
4F4K_incongruent,48,2,15,0.6363636363636364
4F4K_incongruent,52,1,0,0.7857142857142857
4F4K_incongruent,52,1,1,0.5833333333333334
4F4K_incongruent,52,1,2,0.5
4F4K_incongruent,52,1,3,0.6428571428571429
4F4K_incongruent,52,1,4,0.7058823529411765
4F4K_incongruent,52,1,5,0.5384615384615384
4F4K_incongruent,52,1,6,0.6428571428571429
4F4K_incongruent,52,1,7,0.5
4F4K_incongruent,52,1,8,0.6428571428571429
4F4K_incongruent,52,1,9,0.5714285714285714
4F4K_incongruent,52,1,10,0.3333333333333333
4F4K_incongruent,52,1,11,0.4166666666666667
4F4K_incongruent,52,1,12,0.3076923076923077
4F4K_incongruent,52,1,13,0.5625
4F4K_incongruent,52,1,14,0.38461538461538464
4F4K_incongruent,52,1,15,0.5
4F4K_incongruent,52,2,0,0.2727272727272727
4F4K_incongruent,52,2,1,0.5384615384615384
4F4K_incongruent,52,2,2,0.26666666666666666
4F4K_incongruent,52,2,3,0.2727272727272727
4F4K_incongruent,52,2,4,0.5
4F4K_incongruent,52,2,5,0.25
4F4K_incongruent,52,2,6,0.6363636363636364
4F4K_incongruent,52,2,7,0.4444444444444444
4F4K_incongruent,52,2,8,0.36363636363636365
4F4K_incongruent,52,2,9,0.18181818181818182
4F4K_incongruent,52,2,10,0.3
4F4K_incongruent,52,2,11,0.23076923076923078
4F4K_incongruent,52,2,12,0.75
4F4K_incongruent,52,2,13,0.4444444444444444
4F4K_incongruent,52,2,14,0.4166666666666667
4F4K_incongruent,52,2,15,0.35714285714285715
4F4K_incongruent,56,1,0,0.5454545454545454
4F4K_incongruent,56,1,1,0.6
4F4K_incongruent,56,1,2,0.45454545454545453
4F4K_incongruent,56,1,3,0.5833333333333334
4F4K_incongruent,56,1,4,0.375
4F4K_incongruent,56,1,5,0.5454545454545454
4F4K_incongruent,56,1,6,0.6666666666666666
4F4K_incongruent,56,1,7,0.5789473684210527
4F4K_incongruent,56,1,8,0.46153846153846156
4F4K_incongruent,56,1,9,0.7058823529411765
4F4K_incongruent,56,1,10,0.5
4F4K_incongruent,56,1,11,0.5714285714285714
4F4K_incongruent,56,1,12,0.5
4F4K_incongruent,56,1,13,0.6153846153846154
4F4K_incongruent,56,1,14,0.8333333333333334
4F4K_incongruent,56,1,15,0.7333333333333333
4F4K_incongruent,56,2,0,0.6428571428571429
4F4K_incongruent,56,2,1,0.7
4F4K_incongruent,56,2,2,0.7857142857142857
4F4K_incongruent,56,2,3,0.6923076923076923
4F4K_incongruent,56,2,4,0.6666666666666666
4F4K_incongruent,56,2,5,0.5714285714285714
4F4K_incongruent,56,2,6,0.9230769230769231
4F4K_incongruent,56,2,7,0.5
4F4K_incongruent,56,2,8,0.6666666666666666
