condition,subject,sub_task,block,acc
4F4K_congruent,79,1,14,0.7777777777777778
4F4K_congruent,79,1,15,0.7333333333333333
4F4K_congruent,79,2,0,0.45454545454545453
4F4K_congruent,79,2,1,0.46153846153846156
4F4K_congruent,79,2,2,0.5333333333333333
4F4K_congruent,79,2,3,0.7
4F4K_congruent,79,2,4,0.6923076923076923
4F4K_congruent,79,2,5,0.7333333333333333
4F4K_congruent,79,2,6,0.9285714285714286
4F4K_congruent,79,2,7,0.8461538461538461
4F4K_congruent,79,2,8,0.8461538461538461
4F4K_congruent,79,2,9,0.8888888888888888
4F4K_congruent,79,2,10,0.7142857142857143
4F4K_congruent,79,2,11,0.9285714285714286
4F4K_congruent,79,2,12,0.75
4F4K_congruent,79,2,13,1.0
4F4K_congruent,79,2,14,0.9375
4F4K_congruent,79,2,15,1.0
4F4K_congruent,83,1,0,0.7
4F4K_congruent,83,1,1,0.15384615384615385
4F4K_congruent,83,1,2,0.5384615384615384
4F4K_congruent,83,1,3,0.46153846153846156
4F4K_congruent,83,1,4,0.7692307692307693
4F4K_congruent,83,1,5,0.8
4F4K_congruent,83,1,6,0.5454545454545454
4F4K_congruent,83,1,7,0.9166666666666666
4F4K_congruent,83,1,8,0.4166666666666667
4F4K_congruent,83,1,9,0.5555555555555556
4F4K_congruent,83,1,10,0.7857142857142857
4F4K_congruent,83,1,11,0.7647058823529411
4F4K_congruent,83,1,12,0.6363636363636364
4F4K_congruent,83,1,13,0.3333333333333333
4F4K_congruent,83,1,14,0.6153846153846154
4F4K_congruent,83,1,15,0.7692307692307693
4F4K_congruent,83,2,0,0.6
4F4K_congruent,83,2,1,0.75
4F4K_congruent,83,2,2,0.75
4F4K_congruent,83,2,3,0.75
4F4K_congruent,83,2,4,0.8333333333333334
4F4K_congruent,83,2,5,0.6
4F4K_congruent,83,2,6,0.7142857142857143
4F4K_congruent,83,2,7,0.7692307692307693
4F4K_congruent,83,2,8,0.6153846153846154
4F4K_congruent,83,2,9,1.0
4F4K_congruent,83,2,10,0.5454545454545454
4F4K_congruent,83,2,11,0.625
4F4K_congruent,83,2,12,0.5
4F4K_congruent,83,2,13,0.5384615384615384
4F4K_congruent,83,2,14,0.6666666666666666
4F4K_congruent,83,2,15,0.45454545454545453
4F4K_congruent,87,1,0,0.6
4F4K_congruent,87,1,1,0.5555555555555556
4F4K_congruent,87,1,2,0.4
4F4K_congruent,87,1,3,0.7777777777777778
4F4K_congruent,87,1,4,0.8181818181818182
4F4K_congruent,87,1,5,0.875
4F4K_congruent,87,1,6,0.9090909090909091
4F4K_congruent,87,1,7,0.9285714285714286
4F4K_congruent,87,1,8,0.75
4F4K_congruent,87,1,9,0.8888888888888888
4F4K_congruent,87,1,10,0.9411764705882353
4F4K_congruent,87,1,11,0.8571428571428571
4F4K_congruent,87,1,12,0.9
4F4K_congruent,87,1,13,1.0
4F4K_congruent,87,1,14,1.0
4F4K_congruent,87,1,15,0.8
4F4K_congruent,87,2,0,0.4666666666666667
4F4K_congruent,87,2,1,0.5625
4F4K_congruent,87,2,2,0.5333333333333333
4F4K_congruent,87,2,3,0.6875
4F4K_congruent,87,2,4,0.6428571428571429
4F4K_congruent,87,2,5,0.7777777777777778
4F4K_congruent,87,2,6,0.9285714285714286
4F4K_congruent,87,2,7,0.9090909090909091
4F4K_congruent,87,2,8,0.8461538461538461
4F4K_congruent,87,2,9,0.875
4F4K_congruent,87,2,10,0.75
4F4K_congruent,87,2,11,0.8181818181818182
4F4K_congruent,87,2,12,1.0
4F4K_congruent,87,2,13,1.0
4F4K_congruent,87,2,14,0.8461538461538461
4F4K_congruent,87,2,15,0.8888888888888888
4F4K_congruent,91,1,0,0.6666666666666666
4F4K_congruent,91,1,1,0.6363636363636364
4F4K_congruent,91,1,2,0.7333333333333333
4F4K_congruent,91,1,3,0.8461538461538461
4F4K_congruent,91,1,4,0.5833333333333334
4F4K_congruent,91,1,5,0.7272727272727273
4F4K_congruent,91,1,6,0.9
4F4K_congruent,91,1,7,0.6923076923076923
4F4K_congruent,91,1,8,0.8181818181818182
4F4K_congruent,91,1,9,0.8333333333333334
4F4K_congruent,91,1,10,0.7272727272727273
4F4K_congruent,91,1,11,0.6875
4F4K_congruent,91,1,12,1.0
4F4K_congruent,91,1,13,0.8888888888888888
4F4K_congruent,91,1,14,0.9166666666666666
4F4K_congruent,91,1,15,0.7333333333333333
4F4K_congruent,91,2,0,0.46153846153846156
4F4K_congruent,91,2,1,0.5714285714285714
4F4K_congruent,91,2,2,0.8
4F4K_congruent,91,2,3,0.8333333333333334
4F4K_congruent,91,2,4,0.6923076923076923
4F4K_congruent,91,2,5,0.9285714285714286
4F4K_congruent,91,2,6,0.8666666666666667
4F4K_congruent,91,2,7,0.6666666666666666
4F4K_congruent,91,2,8,0.8571428571428571
4F4K_congruent,91,2,9,0.9230769230769231
4F4K_congruent,91,2,10,0.7857142857142857
4F4K_congruent,91,2,11,0.8888888888888888
4F4K_congruent,91,2,12,0.7777777777777778
4F4K_congruent,91,2,13,0.6875
4F4K_congruent,91,2,14,0.8461538461538461
4F4K_congruent,91,2,15,0.8888888888888888
4F4K_congruent,95,1,0,0.5454545454545454
4F4K_congruent,95,1,1,0.6470588235294118
4F4K_congruent,95,1,2,0.6153846153846154
4F4K_congruent,95,1,3,0.75
4F4K_congruent,95,1,4,0.8
4F4K_congruent,95,1,5,0.6666666666666666
4F4K_congruent,95,1,6,0.75
4F4K_congruent,95,1,7,0.75
4F4K_congruent,95,1,8,1.0
4F4K_congruent,95,1,9,0.8333333333333334
4F4K_congruent,95,1,10,0.75
4F4K_congruent,95,1,11,0.6363636363636364
4F4K_congruent,95,1,12,0.6875
4F4K_congruent,95,1,13,0.9230769230769231
4F4K_congruent,95,1,14,0.7142857142857143
4F4K_congruent,95,1,15,0.75
4F4K_congruent,95,2,0,0.5
4F4K_congruent,95,2,1,0.875
4F4K_congruent,95,2,2,0.5833333333333334
4F4K_congruent,95,2,3,0.2222222222222222
4F4K_congruent,95,2,4,0.6
4F4K_congruent,95,2,5,0.6
4F4K_congruent,95,2,6,0.7692307692307693
4F4K_congruent,95,2,7,1.0
4F4K_congruent,95,2,8,0.42857142857142855
4F4K_congruent,95,2,9,0.8461538461538461
4F4K_congruent,95,2,10,0.8461538461538461
4F4K_congruent,95,2,11,0.8571428571428571
4F4K_congruent,95,2,12,1.0
4F4K_congruent,95,2,13,0.75
4F4K_congruent,95,2,14,1.0
4F4K_congruent,95,2,15,0.75
4F4K_congruent,99,1,0,0.75
4F4K_congruent,99,1,1,0.3333333333333333
4F4K_congruent,99,1,2,0.4666666666666667
4F4K_congruent,99,1,3,0.5833333333333334
4F4K_congruent,99,1,4,0.8333333333333334
4F4K_congruent,99,1,5,0.5
4F4K_congruent,99,1,6,0.6875
4F4K_congruent,99,1,7,0.7142857142857143
4F4K_congruent,99,1,8,0.6666666666666666
4F4K_congruent,99,1,9,0.6363636363636364
4F4K_congruent,99,1,10,0.7692307692307693
4F4K_congruent,99,1,11,0.8181818181818182
4F4K_congruent,99,1,12,0.6428571428571429
4F4K_congruent,99,1,13,0.9
4F4K_congruent,99,1,14,1.0
4F4K_congruent,99,1,15,0.6666666666666666
4F4K_congruent,99,2,0,0.38461538461538464
4F4K_congruent,99,2,1,0.46153846153846156
4F4K_congruent,99,2,2,0.5
4F4K_congruent,99,2,3,0.46153846153846156
4F4K_congruent,99,2,4,0.7142857142857143
4F4K_congruent,99,2,5,0.6153846153846154
4F4K_congruent,99,2,6,0.4444444444444444
4F4K_congruent,99,2,7,0.5454545454545454
4F4K_congruent,99,2,8,0.6153846153846154
4F4K_congruent,99,2,9,0.7142857142857143
4F4K_congruent,99,2,10,0.6666666666666666
4F4K_congruent,99,2,11,0.7857142857142857
4F4K_congruent,99,2,12,0.6363636363636364
4F4K_congruent,99,2,13,0.7333333333333333
4F4K_congruent,99,2,14,0.7142857142857143
4F4K_congruent,99,2,15,0.6666666666666666
4F4K_congruent,103,1,0,0.5714285714285714
4F4K_congruent,103,1,1,0.5833333333333334
4F4K_congruent,103,1,2,0.9090909090909091
4F4K_congruent,103,1,3,0.8888888888888888
4F4K_congruent,103,1,4,0.8461538461538461
4F4K_congruent,103,1,5,0.8888888888888888
4F4K_congruent,103,1,6,1.0
4F4K_congruent,103,1,7,0.8461538461538461
4F4K_congruent,103,1,8,0.8823529411764706
4F4K_congruent,103,1,9,0.875
4F4K_congruent,103,1,10,0.8333333333333334
4F4K_congruent,103,1,11,0.9166666666666666
4F4K_congruent,103,1,12,0.8888888888888888
4F4K_congruent,103,1,13,0.9230769230769231
4F4K_congruent,103,1,14,0.8333333333333334
4F4K_congruent,103,1,15,0.9230769230769231
4F4K_congruent,103,2,0,0.6363636363636364
4F4K_congruent,103,2,1,0.6153846153846154
4F4K_congruent,103,2,2,0.9285714285714286
4F4K_congruent,103,2,3,0.7142857142857143
4F4K_congruent,103,2,4,0.75
4F4K_congruent,103,2,5,0.75
4F4K_congruent,103,2,6,0.7333333333333333
4F4K_congruent,103,2,7,1.0
4F4K_congruent,103,2,8,0.875
4F4K_congruent,103,2,9,0.8888888888888888
4F4K_congruent,103,2,10,0.7142857142857143
4F4K_congruent,103,2,11,1.0
4F4K_congruent,103,2,12,0.8125
4F4K_congruent,103,2,13,0.75
4F4K_congruent,103,2,14,0.8461538461538461
4F4K_congruent,103,2,15,0.8181818181818182
4F4K_congruent,107,1,0,0.4375
4F4K_congruent,107,1,1,0.6875
4F4K_congruent,107,1,2,0.5833333333333334
4F4K_congruent,107,1,3,0.5
4F4K_congruent,107,1,4,0.8
4F4K_congruent,107,1,5,0.8
4F4K_congruent,107,1,6,0.7857142857142857
4F4K_congruent,107,1,7,0.7272727272727273
4F4K_congruent,107,1,8,0.6666666666666666
4F4K_congruent,107,1,9,0.7272727272727273
4F4K_congruent,107,1,10,1.0
4F4K_congruent,107,1,11,0.9230769230769231
4F4K_congruent,107,1,12,0.8
4F4K_congruent,107,1,13,0.8571428571428571
4F4K_congruent,107,1,14,0.9333333333333333
4F4K_congruent,107,1,15,0.9166666666666666
4F4K_congruent,107,2,0,0.3333333333333333
4F4K_congruent,107,2,1,0.6666666666666666
4F4K_congruent,107,2,2,0.5384615384615384
4F4K_congruent,107,2,3,0.7272727272727273
4F4K_congruent,107,2,4,0.5
4F4K_congruent,107,2,5,0.8
4F4K_congruent,107,2,6,0.8181818181818182
4F4K_congruent,107,2,7,0.7857142857142857
4F4K_congruent,107,2,8,0.6153846153846154
4F4K_congruent,107,2,9,1.0
4F4K_congruent,107,2,10,0.7692307692307693
4F4K_congruent,107,2,11,1.0
4F4K_congruent,107,2,12,0.8
4F4K_congruent,107,2,13,0.7272727272727273
4F4K_congruent,107,2,14,1.0
4F4K_congruent,107,2,15,0.9166666666666666
4F4K_congruent,111,1,0,0.4444444444444444
4F4K_congruent,111,1,1,0.375
4F4K_congruent,111,1,2,0.5
4F4K_congruent,111,1,3,0.625
4F4K_congruent,111,1,4,0.5333333333333333
4F4K_congruent,111,1,5,0.6923076923076923
4F4K_congruent,111,1,6,0.5
4F4K_congruent,111,1,7,0.6363636363636364
4F4K_congruent,111,1,8,0.46153846153846156
4F4K_congruent,111,1,9,0.42857142857142855
4F4K_congruent,111,1,10,0.6923076923076923
4F4K_congruent,111,1,11,0.625
4F4K_congruent,111,1,12,0.5714285714285714
4F4K_congruent,111,1,13,0.75
4F4K_congruent,111,1,14,0.5
4F4K_congruent,111,1,15,0.4166666666666667
4F4K_congruent,111,2,0,0.7142857142857143
4F4K_congruent,111,2,1,0.7777777777777778
4F4K_congruent,111,2,2,0.5454545454545454
4F4K_congruent,111,2,3,0.6470588235294118
4F4K_congruent,111,2,4,0.6
4F4K_congruent,111,2,5,0.5833333333333334
4F4K_congruent,111,2,6,0.7333333333333333
4F4K_congruent,111,2,7,0.7142857142857143
4F4K_congruent,111,2,8,0.75
4F4K_congruent,111,2,9,0.8181818181818182
4F4K_congruent,111,2,10,0.75
4F4K_congruent,111,2,11,0.6666666666666666
4F4K_congruent,111,2,12,0.6363636363636364
4F4K_congruent,111,2,13,0.9230769230769231
4F4K_congruent,111,2,14,0.6666666666666666
4F4K_congruent,111,2,15,0.75
4F4K_congruent,115,1,0,0.8571428571428571
4F4K_congruent,115,1,1,0.7142857142857143
4F4K_congruent,115,1,2,0.7857142857142857
4F4K_congruent,115,1,3,0.75
4F4K_congruent,115,1,4,0.5
4F4K_congruent,115,1,5,0.6153846153846154
4F4K_congruent,115,1,6,0.5333333333333333
4F4K_congruent,115,1,7,0.5333333333333333
4F4K_congruent,115,1,8,0.7058823529411765
4F4K_congruent,115,1,9,0.875
4F4K_congruent,115,1,10,0.75
4F4K_congruent,115,1,11,0.9285714285714286
4F4K_congruent,115,1,12,0.8666666666666667
4F4K_congruent,115,1,13,0.9090909090909091
4F4K_congruent,115,1,14,0.9285714285714286
4F4K_congruent,115,1,15,0.8333333333333334
4F4K_congruent,115,2,0,0.6363636363636364
4F4K_congruent,115,2,1,0.9090909090909091
4F4K_congruent,115,2,2,0.6363636363636364
4F4K_congruent,115,2,3,0.7692307692307693
4F4K_congruent,115,2,4,0.46153846153846156
4F4K_congruent,115,2,5,0.4166666666666667
4F4K_congruent,115,2,6,0.7
4F4K_congruent,115,2,7,0.7
4F4K_congruent,115,2,8,0.625
4F4K_congruent,115,2,9,0.7777777777777778
4F4K_congruent,115,2,10,0.9230769230769231
4F4K_congruent,115,2,11,1.0
4F4K_congruent,115,2,12,0.7
4F4K_congruent,115,2,13,1.0
4F4K_congruent,115,2,14,0.8181818181818182
4F4K_congruent,115,2,15,0.8333333333333334
4F4K_congruent,119,1,0,0.5833333333333334
4F4K_congruent,119,1,1,0.75
4F4K_congruent,119,1,2,0.5384615384615384
4F4K_congruent,119,1,3,0.5714285714285714
4F4K_congruent,119,1,4,0.7692307692307693
4F4K_congruent,119,1,5,0.625
4F4K_congruent,119,1,6,0.7857142857142857
4F4K_congruent,119,1,7,0.7333333333333333
4F4K_congruent,119,1,8,0.7142857142857143
4F4K_congruent,119,1,9,0.7272727272727273
4F4K_congruent,119,1,10,0.5384615384615384
4F4K_congruent,119,1,11,0.5384615384615384
4F4K_congruent,119,1,12,0.4
4F4K_congruent,119,1,13,0.3333333333333333
4F4K_congruent,119,1,14,0.5
4F4K_congruent,119,1,15,0.5454545454545454
4F4K_congruent,119,2,0,0.15384615384615385
4F4K_congruent,119,2,1,0.38461538461538464
4F4K_congruent,119,2,2,0.5833333333333334
4F4K_congruent,119,2,3,0.5555555555555556
4F4K_congruent,119,2,4,0.3333333333333333
4F4K_congruent,119,2,5,0.6666666666666666
4F4K_congruent,119,2,6,0.36363636363636365
4F4K_congruent,119,2,7,0.4
4F4K_congruent,119,2,8,0.8181818181818182
4F4K_congruent,119,2,9,0.5714285714285714
4F4K_congruent,119,2,10,0.4166666666666667
4F4K_congruent,119,2,11,0.5833333333333334
4F4K_congruent,119,2,12,0.6
4F4K_congruent,119,2,13,0.375
4F4K_congruent,119,2,14,0.42857142857142855
4F4K_congruent,119,2,15,0.46153846153846156
4F4K_congruent,123,1,0,0.8
4F4K_congruent,123,1,1,0.6666666666666666
4F4K_congruent,123,1,2,0.6363636363636364
4F4K_congruent,123,1,3,0.75
4F4K_congruent,123,1,4,0.9
4F4K_congruent,123,1,5,1.0
4F4K_congruent,123,1,6,0.8666666666666667
4F4K_congruent,123,1,7,0.8571428571428571
4F4K_congruent,123,1,8,0.75
4F4K_congruent,123,1,9,0.8888888888888888
4F4K_congruent,123,1,10,0.9230769230769231
4F4K_congruent,123,1,11,0.6875
4F4K_congruent,123,1,12,0.7
4F4K_congruent,123,1,13,0.6363636363636364
4F4K_congruent,123,1,14,0.9230769230769231
4F4K_congruent,123,1,15,0.8461538461538461
4F4K_congruent,123,2,0,0.6
4F4K_congruent,123,2,1,0.8461538461538461
4F4K_congruent,123,2,2,0.8571428571428571
4F4K_congruent,123,2,3,0.9230769230769231
4F4K_congruent,123,2,4,0.8666666666666667
4F4K_congruent,123,2,5,1.0
4F4K_congruent,123,2,6,0.9
4F4K_congruent,123,2,7,0.7272727272727273
4F4K_congruent,123,2,8,0.7692307692307693
4F4K_congruent,123,2,9,0.9375
4F4K_congruent,123,2,10,1.0
4F4K_congruent,123,2,11,0.8888888888888888
4F4K_congruent,123,2,12,0.9333333333333333
4F4K_congruent,123,2,13,0.8571428571428571
4F4K_congruent,123,2,14,0.8333333333333334
4F4K_congruent,123,2,15,0.8181818181818182
4F4K_congruent,127,1,0,0.6666666666666666
4F4K_congruent,127,1,1,0.9166666666666666
4F4K_congruent,127,1,2,1.0
4F4K_congruent,127,1,3,0.8461538461538461
4F4K_congruent,127,1,4,1.0
4F4K_congruent,127,1,5,0.75
4F4K_congruent,127,1,6,0.8571428571428571
4F4K_congruent,127,1,7,0.8571428571428571
4F4K_congruent,127,1,8,0.9090909090909091
4F4K_congruent,127,1,9,0.9230769230769231
4F4K_congruent,127,1,10,0.8571428571428571
4F4K_congruent,127,1,11,0.8333333333333334
4F4K_congruent,127,1,12,1.0
4F4K_congruent,127,1,13,0.8666666666666667
4F4K_congruent,127,1,14,0.9285714285714286
4F4K_congruent,127,1,15,0.7857142857142857
4F4K_congruent,127,2,0,0.8
4F4K_congruent,127,2,1,0.8461538461538461
4F4K_congruent,127,2,2,1.0
4F4K_congruent,127,2,3,0.9166666666666666
4F4K_congruent,127,2,4,1.0
4F4K_congruent,127,2,5,1.0
4F4K_congruent,127,2,6,0.8888888888888888
4F4K_congruent,127,2,7,0.9090909090909091
4F4K_congruent,127,2,8,0.8571428571428571
4F4K_congruent,127,2,9,0.8333333333333334
4F4K_congruent,127,2,10,1.0
4F4K_congruent,127,2,11,0.9230769230769231
4F4K_congruent,127,2,12,0.7272727272727273
4F4K_congruent,127,2,13,1.0
4F4K_congruent,127,2,14,1.0
4F4K_congruent,127,2,15,0.8
4F4K_congruent,131,1,0,0.2727272727272727
4F4K_congruent,131,1,1,0.2727272727272727
4F4K_congruent,131,1,2,0.7333333333333333
4F4K_congruent,131,1,3,0.6428571428571429
4F4K_congruent,131,1,4,0.7857142857142857
4F4K_congruent,131,1,5,0.9230769230769231
4F4K_congruent,131,1,6,0.8333333333333334
4F4K_congruent,131,1,7,0.9375
4F4K_congruent,131,1,8,0.8333333333333334
4F4K_congruent,131,1,9,1.0
4F4K_congruent,131,1,10,0.8333333333333334
4F4K_congruent,131,1,11,0.8571428571428571
4F4K_congruent,131,1,12,0.7333333333333333
4F4K_congruent,131,1,13,0.8461538461538461
4F4K_congruent,131,1,14,1.0
4F4K_congruent,131,1,15,0.8
4F4K_congruent,131,2,0,0.5714285714285714
4F4K_congruent,131,2,1,0.7857142857142857
4F4K_congruent,131,2,2,0.9
4F4K_congruent,131,2,3,0.8181818181818182
4F4K_congruent,131,2,4,0.6363636363636364
4F4K_congruent,131,2,5,0.9166666666666666
4F4K_congruent,131,2,6,0.8947368421052632
4F4K_congruent,131,2,7,1.0
4F4K_congruent,131,2,8,0.9473684210526315
4F4K_congruent,131,2,9,0.9375
4F4K_congruent,131,2,10,1.0
4F4K_congruent,131,2,11,0.9090909090909091
4F4K_congruent,131,2,12,1.0
4F4K_congruent,131,2,13,0.9166666666666666
4F4K_congruent,131,2,14,1.0
4F4K_congruent,131,2,15,1.0
4F4K_congruent,135,1,0,0.42857142857142855
4F4K_congruent,135,1,1,0.5
4F4K_congruent,135,1,2,0.5
4F4K_congruent,135,1,3,0.8333333333333334
4F4K_congruent,135,1,4,0.5384615384615384
4F4K_congruent,135,1,5,0.5384615384615384
4F4K_congruent,135,1,6,0.5714285714285714
4F4K_congruent,135,1,7,0.75
4F4K_congruent,135,1,8,0.6428571428571429
4F4K_congruent,135,1,9,0.7857142857142857
4F4K_congruent,135,1,10,0.6666666666666666
4F4K_congruent,135,1,11,0.6
4F4K_congruent,135,1,12,0.7857142857142857
4F4K_congruent,135,1,13,0.75
4F4K_congruent,135,1,14,0.6
4F4K_congruent,135,1,15,0.75
4F4K_congruent,135,2,0,0.6363636363636364
4F4K_congruent,135,2,1,0.36363636363636365
4F4K_congruent,135,2,2,0.6363636363636364
4F4K_congruent,135,2,3,0.9230769230769231
4F4K_congruent,135,2,4,0.5833333333333334
4F4K_congruent,135,2,5,0.5833333333333334
4F4K_congruent,135,2,6,0.8181818181818182
4F4K_congruent,135,2,7,0.6923076923076923
4F4K_congruent,135,2,8,0.6363636363636364
4F4K_congruent,135,2,9,0.7272727272727273
4F4K_congruent,135,2,10,0.9230769230769231
4F4K_congruent,135,2,11,0.8
4F4K_congruent,135,2,12,0.6363636363636364
4F4K_congruent,135,2,13,0.8461538461538461
4F4K_congruent,135,2,14,0.9333333333333333
4F4K_congruent,135,2,15,0.8333333333333334
4F4K_congruent,139,1,0,0.5882352941176471
4F4K_congruent,139,1,1,0.6666666666666666
4F4K_congruent,139,1,2,0.6923076923076923
4F4K_congruent,139,1,3,0.5454545454545454
4F4K_congruent,139,1,4,0.5
4F4K_congruent,139,1,5,0.5333333333333333
4F4K_congruent,139,1,6,0.5333333333333333
4F4K_congruent,139,1,7,0.5
4F4K_congruent,139,1,8,0.5
4F4K_congruent,139,1,9,0.75
4F4K_congruent,139,1,10,0.8461538461538461
4F4K_congruent,139,1,11,0.6153846153846154
4F4K_congruent,139,1,12,0.7272727272727273
4F4K_congruent,139,1,13,0.4666666666666667
4F4K_congruent,139,1,14,0.6923076923076923
4F4K_congruent,139,1,15,0.8333333333333334
4F4K_congruent,139,2,0,0.625
4F4K_congruent,139,2,1,0.46153846153846156
4F4K_congruent,139,2,2,0.4166666666666667
4F4K_congruent,139,2,3,0.5
4F4K_congruent,139,2,4,0.2
4F4K_congruent,139,2,5,0.6
4F4K_congruent,139,2,6,0.6
4F4K_congruent,139,2,7,0.8461538461538461
4F4K_congruent,139,2,8,0.5555555555555556
4F4K_congruent,139,2,9,0.5384615384615384
4F4K_congruent,139,2,10,0.5
4F4K_congruent,139,2,11,0.4166666666666667
4F4K_congruent,139,2,12,0.5
4F4K_congruent,139,2,13,0.4
4F4K_congruent,139,2,14,0.75
4F4K_congruent,139,2,15,0.6666666666666666
4F4K_congruent,143,1,0,0.5
4F4K_congruent,143,1,1,0.7692307692307693
4F4K_congruent,143,1,2,0.4
4F4K_congruent,143,1,3,0.8571428571428571
4F4K_congruent,143,1,4,0.4
4F4K_congruent,143,1,5,0.5333333333333333
4F4K_congruent,143,1,6,0.4666666666666667
4F4K_congruent,143,1,7,0.8571428571428571
4F4K_congruent,143,1,8,0.75
4F4K_congruent,143,1,9,0.7857142857142857
4F4K_congruent,143,1,10,0.7
4F4K_congruent,143,1,11,0.8
4F4K_congruent,143,1,12,0.5294117647058824
4F4K_congruent,143,1,13,0.6470588235294118
4F4K_congruent,143,1,14,0.6923076923076923
4F4K_congruent,143,1,15,0.7692307692307693
4F4K_congruent,143,2,0,0.7692307692307693
4F4K_congruent,143,2,1,0.4166666666666667
4F4K_congruent,143,2,2,0.3
4F4K_congruent,143,2,3,0.5454545454545454
4F4K_congruent,143,2,4,0.8666666666666667
4F4K_congruent,143,2,5,0.8
4F4K_congruent,143,2,6,0.9
4F4K_congruent,143,2,7,0.6363636363636364
4F4K_congruent,143,2,8,0.6153846153846154
4F4K_congruent,143,2,9,0.5454545454545454
4F4K_congruent,143,2,10,0.7333333333333333
4F4K_congruent,143,2,11,0.6
4F4K_congruent,143,2,12,0.75
4F4K_congruent,143,2,13,0.625
4F4K_congruent,143,2,14,0.75
4F4K_congruent,143,2,15,0.7272727272727273
4F4K_congruent,147,1,0,0.7647058823529411
4F4K_congruent,147,1,1,0.8461538461538461
4F4K_congruent,147,1,2,0.5384615384615384
4F4K_congruent,147,1,3,0.9230769230769231
4F4K_congruent,147,1,4,0.7777777777777778
4F4K_congruent,147,1,5,0.75
4F4K_congruent,147,1,6,1.0
4F4K_congruent,147,1,7,0.8666666666666667
4F4K_congruent,147,1,8,0.5555555555555556
4F4K_congruent,147,1,9,0.8461538461538461
4F4K_congruent,147,1,10,0.8571428571428571
4F4K_congruent,147,1,11,0.9090909090909091
4F4K_congruent,147,1,12,0.7142857142857143
4F4K_congruent,147,1,13,0.7272727272727273
4F4K_congruent,147,1,14,0.8571428571428571
4F4K_congruent,147,1,15,0.8461538461538461
4F4K_congruent,147,2,0,0.25
4F4K_congruent,147,2,1,0.6666666666666666
4F4K_congruent,147,2,2,0.75
4F4K_congruent,147,2,3,0.8333333333333334
4F4K_congruent,147,2,4,0.5625
4F4K_congruent,147,2,5,0.7692307692307693
4F4K_congruent,147,2,6,0.7692307692307693
4F4K_congruent,147,2,7,0.7
4F4K_congruent,147,2,8,0.8125
4F4K_congruent,147,2,9,0.8333333333333334
4F4K_congruent,147,2,10,0.8333333333333334
4F4K_congruent,147,2,11,0.8571428571428571
4F4K_congruent,147,2,12,0.8181818181818182
4F4K_congruent,147,2,13,0.8571428571428571
4F4K_congruent,147,2,14,0.9090909090909091
4F4K_congruent,147,2,15,0.9090909090909091
4F4K_congruent,151,1,0,0.5
4F4K_congruent,151,1,1,0.8333333333333334
4F4K_congruent,151,1,2,0.8
4F4K_congruent,151,1,3,0.6923076923076923
4F4K_congruent,151,1,4,0.75
4F4K_congruent,151,1,5,0.5625
4F4K_congruent,151,1,6,1.0
4F4K_congruent,151,1,7,1.0
4F4K_congruent,151,1,8,0.625
4F4K_congruent,151,1,9,0.7272727272727273
4F4K_congruent,151,1,10,0.6666666666666666
4F4K_congruent,151,1,11,0.8666666666666667
4F4K_congruent,151,1,12,0.6666666666666666
4F4K_congruent,151,1,13,0.7692307692307693
4F4K_congruent,151,1,14,0.9
4F4K_congruent,151,1,15,0.75
4F4K_congruent,151,2,0,0.35294117647058826
4F4K_congruent,151,2,1,0.6923076923076923
4F4K_congruent,151,2,2,0.75
4F4K_congruent,151,2,3,0.5
4F4K_congruent,151,2,4,0.7058823529411765
4F4K_congruent,151,2,5,0.6666666666666666
4F4K_congruent,151,2,6,0.9090909090909091
4F4K_congruent,151,2,7,0.8461538461538461
4F4K_congruent,151,2,8,0.7058823529411765
4F4K_congruent,151,2,9,0.7857142857142857
4F4K_congruent,151,2,10,0.9230769230769231
4F4K_congruent,151,2,11,0.9
4F4K_congruent,151,2,12,0.7692307692307693
4F4K_congruent,151,2,13,0.8333333333333334
4F4K_congruent,151,2,14,0.8
4F4K_congruent,151,2,15,1.0
4F4K_congruent,155,1,0,0.5555555555555556
4F4K_congruent,155,1,1,0.4
4F4K_congruent,155,1,2,0.6363636363636364
4F4K_congruent,155,1,3,0.5454545454545454
4F4K_congruent,155,1,4,0.6470588235294118
4F4K_congruent,155,1,5,0.4
4F4K_congruent,155,1,6,0.6153846153846154
4F4K_congruent,155,1,7,0.6153846153846154
4F4K_congruent,155,1,8,0.38461538461538464
4F4K_congruent,155,1,9,0.6923076923076923
4F4K_congruent,155,1,10,0.6470588235294118
4F4K_congruent,155,1,11,0.8333333333333334
4F4K_congruent,155,1,12,0.5833333333333334
4F4K_congruent,155,1,13,0.7058823529411765
4F4K_congruent,155,1,14,0.8333333333333334
4F4K_congruent,155,1,15,0.7777777777777778
4F4K_congruent,155,2,0,0.5625
4F4K_congruent,155,2,1,0.5
4F4K_congruent,155,2,2,0.42857142857142855
4F4K_congruent,155,2,3,0.42857142857142855
4F4K_congruent,155,2,4,0.375
4F4K_congruent,155,2,5,0.8
4F4K_congruent,155,2,6,0.16666666666666666
4F4K_congruent,155,2,7,0.5
4F4K_congruent,155,2,8,0.5
4F4K_congruent,155,2,9,0.3333333333333333
4F4K_congruent,155,2,10,0.5
4F4K_congruent,155,2,11,0.46153846153846156
4F4K_congruent,155,2,12,0.6923076923076923
4F4K_congruent,155,2,13,0.75
4F4K_congruent,155,2,14,0.8461538461538461
