,cursor_vis,midpoint_vis,endpoint_vis,cursor_sig,cursor_mp_sig,cursor_ep_sig,clamp,rot,trial,cycle,target_angle,instruct_phase,instruct_state,endpoint_theta,movement_time,movement_initiation_time
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.326205611297144,1,1,90,"Please slice through the target as quickly and accurately as possible.
You will not see the cursor during this phase.",1.0,89.00075632974271,0.11688999999933003,0.6002024999997957
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55422515145447,2,1,120,,1.0,147.4499965078066,0.10045970000101079,0.3832294000003458
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4757981049987075,3,1,105,,1.0,121.4741133157335,0.1002848999996786,0.44995449999987613
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.716257410368295,4,1,45,,1.0,34.887250889934656,0.07219199999963166,0.4353350999990653
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.232869389470329,5,1,60,,1.0,47.16107948822637,0.06568979999974545,0.4347901000001002
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87926699939581,6,1,75,,1.0,61.800100838839036,0.09836189999987255,0.3851713000003656
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.365686500803452,7,1,135,,1.0,147.4499965078066,0.08355489999848942,0.4169096999994508
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.503627506311412,8,2,60,,1.0,53.91699966197324,0.09722540000075242,0.38605850000021746
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.837947555633701,9,2,75,,1.0,64.45683875168885,0.0987304000009317,0.4510652000008122
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.377741438809597,10,2,105,,1.0,133.97493638763592,0.09898520000024291,0.451313300000038
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6674512226609077,11,2,90,,1.0,88.59902379621629,0.09741500000018277,0.4813955999998143
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.148166629558946,12,2,120,,1.0,144.46232220802563,0.10026879999895755,0.4496471999991627
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.277270739215814,13,2,45,,1.0,36.65025444106895,0.11651659999915864,0.4161189000005834
